today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0015, kiei(I)=5e-06, kded(D)=0.0009,signal, mad_pitch, multiplier
Thu Sep 26 21:39:23 2019,52192517,937.842,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5396,5556,1234,0,30,30,-0.670376,-0.301669,-9.53371,0.0106422,-0.00957802,0.0138349,-19.0594,36.3973,31.6318,-4.02222,1085.78,-3.76125,-0.00404607,-3.7653,0.00643287,-2.42257e-10,-0.000872126,-0.140839,-4.42942,0,
Thu Sep 26 21:39:23 2019,52202518,938.181,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5396,5556,1234,0,30,30,-0.608127,-0.316035,-9.64863,0.00957802,-0.0138349,0.00957802,-19.0594,36.3973,31.6318,-3.60643,1086.07,-3.75513,-0.00242548,-3.75755,0.00613645,-4.94032e-09,-0.0177851,-0.140839,-4.23181,0,
Thu Sep 26 21:39:23 2019,52212520,938.181,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,28,28,-0.593762,-0.268151,-9.65821,0.00744957,-0.0159634,0.0159634,-19.0594,36.3973,31.6318,-3.51797,1086.36,-3.74927,-0.0015438,-3.75081,0.0061322,-7.08103e-11,-0.000254917,-0.140839,-4.22897,0,
Thu Sep 26 21:39:23 2019,52222521,938.181,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5396,5536,1234,0,28,28,-0.641646,-0.407014,-9.66779,0.00851379,-0.0180918,0.0138349,-19.0594,36.3973,31.6318,-3.79713,1086.64,-3.74338,-0.000731226,-3.74412,0.00612323,-1.49631e-10,-0.000538673,-0.140839,-4.22299,0,
Thu Sep 26 21:39:23 2019,52232522,938.181,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1228,0,28,28,-0.651223,-0.277727,-9.5816,0.00532112,-0.0148991,0.0159634,-19.0594,36.3973,31.6318,-3.88819,1086.93,-3.73803,-0.00157186,-3.7396,0.00612994,1.11938e-10,0.000402975,-0.140839,-4.22747,0,
Thu Sep 26 21:39:23 2019,52242523,938.181,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5390,5538,1228,0,28,28,-0.646434,-0.258574,-9.62469,0.00744957,-0.0148991,0.0127707,-19.0594,36.3973,31.6318,-3.84246,1087.22,-3.73356,-0.00135856,-3.73492,0.00614374,2.29943e-10,0.000827794,-0.140839,-4.23666,0,
Thu Sep 26 21:39:23 2019,52252524,939.597,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5382,5532,1230,0,28,28,-0.622492,-0.263362,-9.69173,0.0148991,-0.0202203,0.0117065,-19.0594,36.3973,31.6318,-3.67502,1087.5,-3.72977,0.00030659,-3.72946,0.00615821,2.41268e-10,0.000868564,-0.140839,-4.24631,0,
Thu Sep 26 21:39:23 2019,52262525,939.597,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5382,5532,1230,0,28,28,-0.68953,-0.225055,-9.66779,0.0138349,-0.0212845,0.00957802,-19.0594,36.3973,31.6318,-4.07957,1087.79,-3.72663,0.000608367,-3.72603,0.00616104,4.7183e-11,0.000169859,-0.140839,-4.2482,0,
Thu Sep 26 21:39:23 2019,52272526,939.597,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5534,1228,0,28,30,-0.651223,-0.23942,-9.54808,0.00638535,-0.0212845,0.00957802,-19.0594,36.3973,31.6318,-3.9018,1088.08,-3.72455,0.000638062,-3.72391,0.00617232,1.87874e-10,0.000676346,-0.140839,-4.25572,0,
Thu Sep 26 21:39:23 2019,52282527,939.597,1513,1517,1088,1513,1088,1514,-0.0469513,-0.140839,0.9,-0.281677,-0.5,-1.19209e-07,5388,5534,1228,0,28,30,-0.536301,-0.306458,-9.50498,0.0106422,-0.0266056,0.00744957,-19.0594,36.3973,31.6318,-3.22939,1088.36,-3.72284,0.0020056,-3.72084,0.00618451,2.03276e-10,0.000731792,-0.140839,-4.26385,0,
