today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-09, kded(D)=0.0007,signal, mad_pitch, multiplier
Thu Sep 26 10:40:12 2019,13343804,1136.13,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5396,5538,1238,0,30,12,-0.483629,-0.268151,-9.59596,0.00638535,-0.0266056,0.0170276,-18.7031,34.2457,31.9775,-2.88522,124.053,-5.00317,0.0535336,-4.94963,0.0112548,-2.89161e-12,-0.00809651,-0.140839,-4.64275,0,
Thu Sep 26 10:40:12 2019,13353805,1136.13,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5396,5538,1238,0,30,12,-0.464475,-0.277727,-9.57681,0.0042569,-0.0287341,0.0159634,-18.7031,34.2457,31.9775,-2.77667,124.34,-4.99462,0.0517903,-4.94283,0.00714139,-4.11339e-11,-0.115175,-0.140839,-2.9974,0,
Thu Sep 26 10:40:12 2019,13363808,1136.13,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5534,1238,0,6,10,-0.445322,-0.21069,-9.65342,0.00106422,-0.0234129,0.0159634,-18.7031,34.2457,31.9775,-2.64124,124.625,-4.9784,0.0479549,-4.93044,0.00716504,2.3644e-13,0.000662031,-0.140839,-3.00685,0,
Thu Sep 26 10:40:12 2019,13373809,1136.13,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5534,1238,0,6,10,-0.536301,-0.191536,-9.59117,0.00638535,-0.0319267,0.0148991,-18.7031,34.2457,31.9775,-3.20043,124.914,-4.95539,0.0480563,-4.90733,0.00721753,5.24926e-13,0.00146979,-0.140839,-3.02785,0,
Thu Sep 26 10:40:12 2019,13383810,1152.08,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5538,1238,0,28,10,-0.526724,-0.186748,-9.35654,0.00744957,-0.0297983,0.0127707,-18.7031,34.2457,31.9775,-3.22206,125.2,-4.9272,0.0450532,-4.88215,0.00727946,6.1928e-13,0.00173398,-0.140839,-3.05262,0,
Thu Sep 26 10:40:12 2019,13393811,1152.08,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5538,1238,0,28,10,-0.526724,-0.301669,-9.64384,0.0180918,-0.0234129,0.0127707,-18.7031,34.2457,31.9775,-3.12626,125.485,-4.89486,0.0409679,-4.8539,0.00733877,5.93126e-13,0.00166075,-0.140839,-3.07635,0,
Thu Sep 26 10:40:12 2019,13403812,1152.08,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5528,1238,0,28,30,-0.430956,-0.292093,-9.59596,0.00851379,-0.0244772,0.00744957,-18.7031,34.2457,31.9775,-2.57144,125.771,-4.85816,0.0391199,-4.81904,0.00738414,4.5374e-13,0.00127047,-0.140839,-3.0945,0,
Thu Sep 26 10:40:12 2019,13413813,1152.08,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5528,1238,0,28,30,-0.435745,-0.196325,-9.53371,0.00957802,-0.0223487,0.0117065,-18.7031,34.2457,31.9775,-2.61692,126.057,-4.81652,0.0363962,-4.78012,0.00739991,1.57624e-13,0.000441349,-0.140839,-3.1008,0,
Thu Sep 26 10:40:12 2019,13423814,1140.73,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5384,5540,1238,0,30,14,-0.54109,-0.325611,-9.61033,0.0159634,-0.0223487,0.00744957,-18.7031,34.2457,31.9775,-3.22252,126.344,-4.77064,0.0343541,-4.73628,0.00742294,2.30336e-13,0.000644941,-0.140839,-3.11001,0,
Thu Sep 26 10:40:12 2019,13433815,1140.73,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5384,5540,1238,0,30,14,-0.435745,-0.354342,-9.61033,0.00851379,-0.0180918,0.0117065,-18.7031,34.2457,31.9775,-2.59609,126.629,-4.72165,0.0311961,-4.69045,0.00746202,3.9081e-13,0.00109427,-0.140839,-3.12565,0,
Thu Sep 26 10:40:12 2019,13443816,1140.73,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5374,5540,1238,0,28,10,-0.416591,-0.196325,-9.53371,0.0106422,-0.0180918,0.0202203,-18.7031,34.2457,31.9775,-2.50204,126.915,-4.6693,0.0293484,-4.63995,0.00747632,1.43045e-13,0.000400527,-0.140839,-3.13137,0,
Thu Sep 26 10:40:12 2019,13453817,1140.73,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5374,5540,1238,0,28,10,-0.488417,-0.253785,-9.5385,-0.00106422,-0.0180918,0.0148991,-18.7031,34.2457,31.9775,-2.93126,127.202,-4.61372,0.027547,-4.58617,0.00749778,2.14535e-13,0.000600698,-0.140839,-3.13995,0,
Thu Sep 26 10:40:12 2019,13463818,1140.73,1513,1517,1149,1513,1088,1514,-0.0469513,-0.140839,0.971596,-0.281677,-0.5,-1.19209e-07,5380,5546,1238,0,28,10,-0.397437,-0.282516,-9.63906,0.00319267,-0.0170276,0.0148991,-18.7031,34.2457,31.9775,-2.36108,127.488,-4.55556,0.0255047,-4.53006,0.00751357,1.57928e-13,0.0004422,-0.140839,-3.14627,0,
Thu Sep 26 10:40:12 2019,13473819,1140.73,1513,1517,1149,1513,1088,1514,-0.0469513,-0.140839,0.971596,-0.281677,-0.5,-1.19209e-07,5380,5546,1238,0,28,10,-0.339977,-0.21069,-9.7444,-0.00212845,-0.0138349,0.0159634,-18.7031,34.2457,31.9775,-1.99821,127.774,-4.49426,0.0229599,-4.4713,0.0075285,1.49262e-13,0.000417933,-0.140839,-3.15224,0,
Thu Sep 26 10:40:12 2019,13483820,1139.06,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5382,5546,1234,0,8,30,-0.459687,-0.181959,-9.76834,0.00957802,-0.019156,0.0117065,-18.7031,34.2457,31.9775,-2.69429,128.062,-4.42974,0.0228869,-4.40686,0.00753311,4.61042e-14,0.000129092,-0.140839,-3.15408,0,
Thu Sep 26 10:40:12 2019,13493821,1139.06,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5382,5546,1234,0,8,30,-0.416591,-0.21069,-9.64384,0.00851379,-0.0159634,0.00638535,-18.7031,34.2457,31.9775,-2.47351,128.347,-4.36329,0.0203915,-4.3429,0.00755296,1.98555e-13,0.000555954,-0.140839,-3.16202,0,
Thu Sep 26 10:40:12 2019,13503822,1139.06,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5384,5540,1238,0,8,28,-0.526724,-0.277727,-9.72046,0.0170276,-0.0159634,0.00638535,-18.7031,34.2457,31.9775,-3.10167,128.634,-4.29616,0.0189086,-4.27725,0.00757816,2.51967e-13,0.000705507,-0.140839,-3.1721,0,
Thu Sep 26 10:40:12 2019,13513823,1139.06,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5384,5540,1238,0,8,28,-0.474052,-0.258574,-9.8689,0.0127707,-0.0159634,0.00638535,-18.7031,34.2457,31.9775,-2.75009,128.92,-4.2293,0.0174803,-4.21182,0.00759271,1.45549e-13,0.000407536,-0.140839,-3.17792,0,
Thu Sep 26 10:40:12 2019,13523824,1139.36,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5380,5532,1238,0,28,12,-0.545878,-0.287304,-9.51456,0.0127707,-0.0212845,0.0117065,-18.7031,34.2457,31.9775,-3.28363,129.208,-4.16337,0.0175646,-4.1458,0.0076063,1.35857e-13,0.000380399,-0.140839,-3.18336,0,
Thu Sep 26 10:40:12 2019,13533825,1139.36,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5380,5532,1238,0,28,12,-0.493206,-0.272939,-9.57681,0.0042569,-0.0170276,0.0180918,-18.7031,34.2457,31.9775,-2.94813,129.494,-4.0989,0.0149509,-4.08395,0.00764402,3.77208e-13,0.00105618,-0.140839,-3.19845,0,
Thu Sep 26 10:40:12 2019,13543826,1139.36,1513,1517,1148,1513,1088,1514,-0.0469513,-0.140839,0.970422,-0.281677,-0.5,-1.19209e-07,5380,5536,1238,0,30,12,-0.483629,-0.234632,-9.46188,0.00532112,-0.0159634,0.0138349,-18.7031,34.2457,31.9775,-2.92604,129.78,-4.03586,0.0133803,-4.02248,0.00766233,1.83129e-13,0.000512762,-0.140839,-3.20577,0,
Thu Sep 26 10:40:12 2019,13553827,1139.36,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5380,5536,1238,0,30,12,-0.507571,-0.263362,-9.45231,0.00638535,-0.0212845,0.0159634,-18.7031,34.2457,31.9775,-3.07372,130.068,-3.97416,0.0136398,-3.96052,0.0076963,3.39657e-13,0.00095104,-0.140839,-3.21936,0,
Thu Sep 26 10:40:12 2019,13563828,1139.36,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5382,5540,1234,0,30,12,-0.550666,-0.268151,-9.53371,0.0106422,-0.0212845,0.0127707,-18.7031,34.2457,31.9775,-3.30573,130.354,-3.91437,0.0123685,-3.902,0.00772614,2.98381e-13,0.000835466,-0.140839,-3.23129,0,
Thu Sep 26 10:40:12 2019,13573829,1139.36,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5382,5540,1234,0,30,12,-0.526724,-0.301669,-9.50977,0.00106422,-0.0212845,0.0127707,-18.7031,34.2457,31.9775,-3.17025,130.641,-3.85703,0.0111586,-3.84587,0.00776692,4.07857e-13,0.001142,-0.140839,-3.24761,0,
Thu Sep 26 10:40:12 2019,13583830,1139,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5378,5528,1238,0,28,30,-0.47884,-0.220267,-9.50977,0.0106422,-0.0244772,0.0138349,-18.7031,34.2457,31.9775,-2.88255,130.928,-3.80182,0.0108867,-3.79093,0.00780349,3.65645e-13,0.00102381,-0.140839,-3.26223,0,
Thu Sep 26 10:40:12 2019,13593831,1139,1513,1517,1148,1514,1088,1514,-0.0469513,-0.140839,0.970422,0,-0.5,-1.19209e-07,5378,5528,1238,0,28,30,-0.469264,-0.244209,-9.59117,0.0106422,-0.019156,0.0106422,-18.7031,34.2457,31.9775,-2.80106,131.213,-3.74802,0.00826228,-3.73976,0.00782727,2.37846e-13,0.00066597,-0.140839,-3.27175,0,
