today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],pitchA, pitchG, acc_filt, gyr_filt, com_filt, kpe(P)=0.0025, kiei(I)=5e-09, kded(D)=0.0007,signal, mad_pitch, multiplier
Thu Sep 26 10:46:44 2019,13900196,0,1478,1088,1088,1514,1088,1514,-1.69015,1.00001,0.9,0,-0.5,-1.19209e-07,5396,5544,1240,0,28,12,-3.34231,-0.129287,-9.25598,0.0042569,0.578938,0.0383121,-7.48125,34.7836,34.916,-19.8545,0.120625,-0.0187378,0.115386,0.0966483,0,0,0,1.00001,0,2.54291e+33,
Thu Sep 26 10:46:44 2019,13910197,1143.62,1478,1088,1088,1514,1088,1514,-1.69015,1.00001,0.9,0,-0.5,-1.19209e-07,5384,5546,1236,0,28,12,-3.20344,-0.205901,-9.04529,-0.00319267,0.609801,0.032991,-7.48125,34.7836,34.916,-19.5019,0.398263,-0.091693,0.370723,0.27903,0.0289698,2.89698e-10,0.811159,1.00001,-11.5879,1.00001,
Thu Sep 26 10:46:44 2019,13920200,1143.62,1477,1088,1088,1514,1088,1514,-1.73709,1.00001,0.9,0,-0.5,-1.19209e-07,5384,5546,1236,0,28,12,-3.20823,-0.45011,-8.97347,-0.0159634,0.651305,0.0393763,-7.48125,34.7836,34.916,-19.6732,0.672852,-0.232217,0.600045,0.367828,0.0286219,-3.47862e-12,-0.00974022,1.00001,-11.4488,1.00001,
Thu Sep 26 10:46:44 2019,13930201,1143.62,1477,1088,1088,1514,1088,1514,-1.73709,1.00001,0.9,0,-0.5,-1.19209e-07,5382,5536,1230,0,8,30,-3.05979,-0.363919,-8.99262,-0.0297983,0.690682,0.0532112,-7.48125,34.7836,34.916,-18.7912,0.948051,-0.433194,0.808196,0.375002,0.0281246,-4.97336e-12,-0.0139255,1.00001,-11.2498,1.00001,
Thu Sep 26 10:46:44 2019,13940202,1143.62,1477,1088,1088,1514,1088,1514,-1.73709,1.00001,0.9,0,-0.5,-1.19209e-07,5382,5536,1230,0,8,30,-2.73418,-0.196325,-8.93516,-0.0340552,0.717287,0.0564039,-7.48125,34.7836,34.916,-17.0142,1.22691,-0.685549,0.999107,0.313558,0.0275531,-5.71434e-12,-0.0160003,1.00001,-11.0213,1.00001,
Thu Sep 26 10:46:44 2019,13950203,1143.62,1477,1088,1088,1514,1088,1514,-1.73709,1.00001,0.9,0,-0.5,-1.19209e-07,5380,5534,1240,0,6,30,-2.63362,-0.162806,-8.96389,-0.0340552,0.749214,0.0564039,-7.48125,34.7836,34.916,-16.373,1.50424,-0.979172,1.16856,0.189393,0.0269,-6.53105e-12,-0.0182871,1.00001,-10.76,1.00001,
Thu Sep 26 10:46:44 2019,13960204,1141.25,1478,1088,1088,1514,1088,1514,-1.69015,1.00001,0.9,0,-0.5,-1.19209e-07,5380,5534,1240,0,6,30,-2.41814,-0.191536,-8.90643,-0.0308625,0.76837,0.0585323,-7.48125,34.7836,34.916,-15.1899,1.78523,-1.30544,1.32271,0.0172672,0.0261605,-7.39567e-12,-0.020708,1.00001,-10.4642,1.00001,
Thu Sep 26 10:46:44 2019,13970205,1141.25,1478,1088,1088,1514,1088,1514,-1.69015,1.00001,0.9,0,-0.5,-1.19209e-07,5380,5534,1240,0,6,30,-2.24576,-0.186748,-9.0022,-0.0351194,0.792847,0.0500185,-7.48125,34.7836,34.916,-14.0076,2.0647,-1.6564,1.4573,-0.199097,0.0253448,-8.1569e-12,-0.0228395,1.00001,-10.1379,1.00001,
Thu Sep 26 10:46:44 2019,13980206,1141.25,1480,1088,1088,1514,1088,1514,-1.59624,1.00001,0.9,0,-0.5,-1.19209e-07,5366,5536,1234,0,8,28,-1.97761,-0.129287,-9.04051,-0.0180918,0.80881,0.0383121,-7.48125,34.7836,34.916,-12.3391,2.3466,-2.0237,1.57729,-0.446409,0.0244615,-8.83248e-12,-0.0247311,1.00001,-9.78461,1.00001,
Thu Sep 26 10:46:44 2019,13990207,1141.25,1480,1088,1088,1514,1088,1514,-1.59624,1.00001,0.9,0,-0.5,-1.19209e-07,5384,5528,1240,0,8,28,-1.65679,-0.0909797,-9.12191,-0.019156,0.826902,0.0266056,-7.48125,34.7836,34.916,-10.2943,2.6279,-2.39837,1.68054,-0.717828,0.0234627,-9.98816e-12,-0.0279671,1.00001,-9.38508,1.00001,
