Time - Displacement	Amplitude - Displacement	Time - Accel	Amplitude - Accel	Time - Force	Amplitude - Force
0	2.36139	0	1.80447	0	0.340762
0.000488	2.36151	0.000488	1.80392	0.000488	0.340496
0.000977	2.36144	0.000977	1.80454	0.000977	0.340935
0.001465	2.3615	0.001465	1.80475	0.001465	0.34065
0.001953	2.36157	0.001953	1.80454	0.001953	0.341174
0.002441	2.36153	0.002441	1.80443	0.002441	0.341672
0.00293	2.36135	0.00293	1.80384	0.00293	0.341186
0.003418	2.36122	0.003418	1.80393	0.003418	0.340365
0.003906	2.36094	0.003906	1.80385	0.003906	0.340983
0.004395	2.36105	0.004395	1.80435	0.004395	0.341452
0.004883	2.36137	0.004883	1.80422	0.004883	0.340285
0.005371	2.36114	0.005371	1.80429	0.005371	0.340888
0.005859	2.36116	0.005859	1.80403	0.005859	0.341305
0.006348	2.36121	0.006348	1.80418	0.006348	0.341811
0.006836	2.36093	0.006836	1.8041	0.006836	0.341958
0.007324	2.36108	0.007324	1.80418	0.007324	0.341528
0.007812	2.36107	0.007812	1.80489	0.007812	0.34168
0.008301	2.36093	0.008301	1.80376	0.008301	0.342065
0.008789	2.36094	0.008789	1.80493	0.008789	0.341054
0.009277	2.36071	0.009277	1.80432	0.009277	0.341198
0.009766	2.36098	0.009766	1.80423	0.009766	0.340826
0.010254	2.36113	0.010254	1.80457	0.010254	0.341504
0.010742	2.36061	0.010742	1.80448	0.010742	0.341174
0.01123	2.36086	0.01123	1.80423	0.01123	0.34139
0.011719	2.36096	0.011719	1.80453	0.011719	0.341342
0.012207	2.36098	0.012207	1.80447	0.012207	0.341824
0.012695	2.36101	0.012695	1.8038	0.012695	0.341121
0.013184	2.36108	0.013184	1.80474	0.013184	0.340777
0.013672	2.36088	0.013672	1.80477	0.013672	0.340834
0.01416	2.36124	0.01416	1.80491	0.01416	0.34134
0.014648	2.36121	0.014648	1.80511	0.014648	0.341891
0.015137	2.36162	0.015137	1.80505	0.015137	0.341196
0.015625	2.36139	0.015625	1.8046	0.015625	0.340221
0.016113	2.3613	0.016113	1.80456	0.016113	0.342047
0.016602	2.36142	0.016602	1.80487	0.016602	0.34097
0.01709	2.3614	0.01709	1.80454	0.01709	0.341407
0.017578	2.36135	0.017578	1.80443	0.017578	0.340853
0.018066	2.36154	0.018066	1.80424	0.018066	0.341285
0.018555	2.36128	0.018555	1.80499	0.018555	0.341764
0.019043	2.36128	0.019043	1.80462	0.019043	0.340826
0.019531	2.36126	0.019531	1.80438	0.019531	0.340873
0.02002	2.36102	0.02002	1.80419	0.02002	0.340367
0.020508	2.36102	0.020508	1.80355	0.020508	0.340896
0.020996	2.36092	0.020996	1.80377	0.020996	0.341521
0.021484	2.36056	0.021484	1.80439	0.021484	0.34098
0.021973	2.36105	0.021973	1.80401	0.021973	0.340958
0.022461	2.36115	0.022461	1.80381	0.022461	0.341079
0.022949	2.36092	0.022949	1.80404	0.022949	0.341469
0.023437	2.36064	0.023437	1.80364	0.023437	0.340739
0.023926	2.36115	0.023926	1.80357	0.023926	0.340697
0.024414	2.36081	0.024414	1.80453	0.024414	0.340965
0.024902	2.36102	0.024902	1.80448	0.024902	0.341474
0.025391	2.36084	0.025391	1.80414	0.025391	0.340566
0.025879	2.36084	0.025879	1.80422	0.025879	0.339992
0.026367	2.36106	0.026367	1.80448	0.026367	0.340236
0.026855	2.36127	0.026855	1.80407	0.026855	0.341072
0.027344	2.36054	0.027344	1.80491	0.027344	0.34061
0.027832	2.36098	0.027832	1.80456	0.027832	0.340794
0.02832	2.36069	0.02832	1.80433	0.02832	0.341198
0.028809	2.36097	0.028809	1.80406	0.028809	0.339536
0.029297	2.36078	0.029297	1.80425	0.029297	0.340506
0.029785	2.36089	0.029785	1.80407	0.029785	0.339866
0.030273	2.36086	0.030273	1.80444	0.030273	0.340131
0.030762	2.36098	0.030762	1.8043	0.030762	0.34101
0.03125	2.36155	0.03125	1.80452	0.03125	0.339866
0.031738	2.36159	0.031738	1.8049	0.031738	0.340375
0.032227	2.36183	0.032227	1.80368	0.032227	0.340347
0.032715	2.36144	0.032715	1.80448	0.032715	0.340387
0.033203	2.3615	0.033203	1.80493	0.033203	0.339757
