Time - Displacement	Amplitude - Displacement	Time - Accel	Amplitude - Accel	Time - Force	Amplitude - Force
0	2.30592	0	1.80358	0	0.564953
0.000488	2.30633	0.000488	1.80341	0.000488	0.565259
0.000977	2.30625	0.000977	1.80346	0.000977	0.56502
0.001465	2.30614	0.001465	1.8041	0.001465	0.564678
0.001953	2.30599	0.001953	1.80359	0.001953	0.564534
0.002441	2.30618	0.002441	1.80319	0.002441	0.564713
0.00293	2.30634	0.00293	1.8033	0.00293	0.56544
0.003418	2.30638	0.003418	1.80282	0.003418	0.565554
0.003906	2.30638	0.003906	1.80341	0.003906	0.564996
0.004395	2.30609	0.004395	1.80418	0.004395	0.565519
0.004883	2.30649	0.004883	1.80373	0.004883	0.565879
0.005371	2.30633	0.005371	1.80365	0.005371	0.564301
0.005859	2.30649	0.005859	1.80337	0.005859	0.566132
0.006348	2.30643	0.006348	1.80332	0.006348	0.564886
0.006836	2.30655	0.006836	1.80356	0.006836	0.564246
0.007324	2.30631	0.007324	1.80407	0.007324	0.565179
0.007812	2.30625	0.007812	1.80407	0.007812	0.565638
0.008301	2.30631	0.008301	1.80372	0.008301	0.564839
0.008789	2.30601	0.008789	1.80387	0.008789	0.565765
0.009277	2.30632	0.009277	1.80346	0.009277	0.565162
0.009766	2.30617	0.009766	1.80359	0.009766	0.565043
0.010254	2.30626	0.010254	1.80444	0.010254	0.565993
0.010742	2.30607	0.010742	1.80433	0.010742	0.565581
0.01123	2.30606	0.01123	1.80435	0.01123	0.565787
0.011719	2.30561	0.011719	1.80382	0.011719	0.56613
0.012207	2.30538	0.012207	1.80421	0.012207	0.565832
0.012695	2.30586	0.012695	1.80413	0.012695	0.565336
0.013184	2.30582	0.013184	1.80417	0.013184	0.565561
0.013672	2.30566	0.013672	1.80423	0.013672	0.566033
0.01416	2.3057	0.01416	1.80394	0.01416	0.566279
0.014648	2.30567	0.014648	1.80331	0.014648	0.565775
0.015137	2.3058	0.015137	1.80324	0.015137	0.565375
0.015625	2.30566	0.015625	1.80352	0.015625	0.565978
0.016113	2.30543	0.016113	1.80326	0.016113	0.565767
0.016602	2.30556	0.016602	1.80337	0.016602	0.566008
0.01709	2.30592	0.01709	1.80261	0.01709	0.565983
0.017578	2.30611	0.017578	1.80293	0.017578	0.565589
0.018066	2.30595	0.018066	1.80331	0.018066	0.565445
0.018555	2.30587	0.018555	1.80297	0.018555	0.565693
0.019043	2.30581	0.019043	1.80328	0.019043	0.566959
0.019531	2.30603	0.019531	1.80291	0.019531	0.565976
0.02002	2.30647	0.02002	1.80319	0.02002	0.565929
0.020508	2.30621	0.020508	1.80307	0.020508	0.56612
0.020996	2.30622	0.020996	1.80289	0.020996	0.565929
0.021484	2.30597	0.021484	1.80299	0.021484	0.565854
0.021973	2.30604	0.021973	1.80291	0.021973	0.565991
0.022461	2.30615	0.022461	1.80235	0.022461	0.566383
0.022949	2.30606	0.022949	1.80255	0.022949	0.566219
0.023437	2.30598	0.023437	1.80386	0.023437	0.566301
0.023926	2.30599	0.023926	1.80325	0.023926	0.566023
0.024414	2.30589	0.024414	1.80295	0.024414	0.566102
0.024902	2.30588	0.024902	1.80304	0.024902	0.566018
0.025391	2.30568	0.025391	1.80282	0.025391	0.566351
0.025879	2.30547	0.025879	1.80306	0.025879	0.566571
0.026367	2.30562	0.026367	1.80309	0.026367	0.565646
0.026855	2.30543	0.026855	1.80332	0.026855	0.565869
0.027344	2.30567	0.027344	1.80316	0.027344	0.565599
0.027832	2.30534	0.027832	1.80339	0.027832	0.566698
0.02832	2.30569	0.02832	1.80289	0.02832	0.566631
0.028809	2.30546	0.028809	1.80349	0.028809	0.566063
0.029297	2.30508	0.029297	1.80379	0.029297	0.565787
0.029785	2.30525	0.029785	1.80343	0.029785	0.567006
0.030273	2.30522	0.030273	1.80357	0.030273	0.566107
0.030762	2.30535	0.030762	1.80295	0.030762	0.566105
0.03125	2.30529	0.03125	1.80297	0.03125	0.566718
0.031738	2.30534	0.031738	1.80304	0.031738	0.565832
0.032227	2.30528	0.032227	1.80357	0.032227	0.566601
0.032715	2.30536	0.032715	1.80349	0.032715	0.565998
0.033203	2.30558	0.033203	1.80325	0.033203	0.565604
0.033691	2.30571	0.033691	1.80349	0.033691	0.566301
0.03418	2.30565	0.03418	1.8036	0.03418	0.567363
0.034668	2.30562	0.034668	1.8032	0.034668	0.566852
0.035156	2.30555	0.035156	1.80324	0.035156	0.56672
0.035645	2.30525	0.035645	1.80338	0.035645	0.566085
0.036133	2.30557	0.036133	1.80344	0.036133	0.56647
0.036621	2.30614	0.036621	1.80333	0.036621	0.566591
0.037109	2.306	0.037109	1.80403	0.037109	0.567055
0.037598	2.3062	0.037598	1.80399	0.037598	0.56681
0.038086	2.3058	0.038086	1.80448	0.038086	0.567552
0.038574	2.30599	0.038574	1.8046	0.038574	0.567239
0.039062	2.30576	0.039062	1.80421	0.039062	0.566564
0.039551	2.306	0.039551	1.80468	0.039551	0.566083
0.040039	2.30582	0.040039	1.80499	0.040039	0.56673
0.040527	2.30588	0.040527	1.80474	0.040527	0.56744
0.041016	2.30604	0.041016	1.80382	0.041016	0.567487
0.041504	2.30569	0.041504	1.80454	0.041504	0.567976
0.041992	2.30556	0.041992	1.80355	0.041992	0.566646
0.04248	2.30549	0.04248	1.80332	0.04248	0.567405
0.042969	2.30562	0.042969	1.80357	0.042969	0.567256
0.043457	2.30545	0.043457	1.80383	0.043457	0.566514
0.043945	2.30568	0.043945	1.80361	0.043945	0.567271
0.044434	2.30536	0.044434	1.80402	0.044434	0.567209
0.044922	2.30543	0.044922	1.80394	0.044922	0.56806
0.04541	2.30519	0.04541	1.80414	0.04541	0.566423
0.045898	2.30517	0.045898	1.80459	0.045898	0.567634
0.046387	2.30545	0.046387	1.80482	0.046387	0.566589
0.046875	2.30537	0.046875	1.80455	0.046875	0.566437
0.047363	2.30526	0.047363	1.80501	0.047363	0.567522
0.047852	2.30557	0.047852	1.80406	0.047852	0.567256
0.04834	2.30517	0.04834	1.8047	0.04834	0.566894
0.048828	2.30498	0.048828	1.80478	0.048828	0.566924
0.049316	2.30544	0.049316	1.80428	0.049316	0.567877
0.049805	2.30504	0.049805	1.80426	0.049805	0.567112
0.050293	2.30551	0.050293	1.80347	0.050293	0.567505
0.050781	2.30567	0.050781	1.80337	0.050781	0.567447
0.05127	2.30558	0.05127	1.80326	0.05127	0.567256
0.051758	2.30559	0.051758	1.80342	0.051758	0.566899
0.052246	2.30545	0.052246	1.80312	0.052246	0.566524
0.052734	2.30572	0.052734	1.80358	0.052734	0.567358
0.053223	2.30621	0.053223	1.80306	0.053223	0.567016
0.053711	2.30601	0.053711	1.80394	0.053711	0.567269
0.054199	2.3058	0.054199	1.80396	0.054199	0.56742
0.054687	2.30605	0.054687	1.80353	0.054687	0.567006
0.055176	2.30592	0.055176	1.80435	0.055176	0.566566
0.055664	2.30593	0.055664	1.80456	0.055664	0.567157
0.056152	2.30614	0.056152	1.80379	0.056152	0.566936
0.056641	2.30607	0.056641	1.80273	0.056641	0.56649
0.057129	2.30599	0.057129	1.80319	0.057129	0.566408
0.057617	2.3061	0.057617	1.80331	0.057617	0.56739
0.058105	2.30598	0.058105	1.80337	0.058105	0.566964
0.058594	2.3058	0.058594	1.80346	0.058594	0.566619
0.059082	2.30566	0.059082	1.80346	0.059082	0.567393
0.05957	2.30572	0.05957	1.80371	0.05957	0.567681
0.060059	2.3058	0.060059	1.80404	0.060059	0.567093
0.060547	2.30575	0.060547	1.80424	0.060547	0.567971
0.061035	2.30576	0.061035	1.80375	0.061035	0.56746
0.061523	2.30544	0.061523	1.80431	0.061523	0.56747
0.062012	2.30537	0.062012	1.80449	0.062012	0.566713
0.0625	2.30565	0.0625	1.80372	0.0625	0.566537
0.062988	2.30557	0.062988	1.80326	0.062988	0.567299
0.063477	2.3054	0.063477	1.80305	0.063477	0.567001
0.063965	2.30527	0.063965	1.80352	0.063965	0.566939
0.064453	2.30513	0.064453	1.8032	0.064453	0.568113
0.064941	2.3055	0.064941	1.80319	0.064941	0.567547
0.06543	2.30564	0.06543	1.80289	0.06543	0.567631
0.065918	2.30533	0.065918	1.80381	0.065918	0.568127
0.066406	2.3056	0.066406	1.80356	0.066406	0.565824
0.066895	2.30562	0.066895	1.8034	0.066895	0.566919
0.067383	2.30571	0.067383	1.80391	0.067383	0.568309
0.067871	2.30572	0.067871	1.80361	0.067871	0.566462
0.068359	2.30574	0.068359	1.80388	0.068359	0.568016
0.068848	2.30572	0.068848	1.80398	0.068848	0.567596
0.069336	2.3057	0.069336	1.80394	0.069336	0.567428
0.069824	2.30585	0.069824	1.80452	0.069824	0.567331
0.070312	2.30611	0.070312	1.80489	0.070312	0.567581
0.070801	2.30587	0.070801	1.80397	0.070801	0.567142
0.071289	2.30611	0.071289	1.80354	0.071289	0.567708
0.071777	2.3061	0.071777	1.80449	0.071777	0.568202
0.072266	2.30597	0.072266	1.80472	0.072266	0.567755
0.072754	2.30596	0.072754	1.80445	0.072754	0.567926
0.073242	2.30617	0.073242	1.80392	0.073242	0.567644
0.07373	2.30603	0.07373	1.80307	0.07373	0.56713
0.074219	2.3063	0.074219	1.80325	0.074219	0.567251
0.074707	2.30611	0.074707	1.8031	0.074707	0.56716
0.075195	2.30606	0.075195	1.80338	0.075195	0.567217
0.075684	2.30561	0.075684	1.80361	0.075684	0.567199
0.076172	2.30597	0.076172	1.80348	0.076172	0.567073
0.07666	2.30595	0.07666	1.80307	0.07666	0.566847
0.077148	2.30602	0.077148	1.80298	0.077148	0.567542
0.077637	2.30583	0.077637	1.80341	0.077637	0.567361
0.078125	2.30572	0.078125	1.80363	0.078125	0.567251
0.078613	2.30542	0.078613	1.80402	0.078613	0.567969
0.079102	2.30519	0.079102	1.80409	0.079102	0.567639
