today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],PITCH_CMD{38}KP=0.004KI=0KD=0.0007,PITCH_MEAS{39},ROLL_CMD{40},ROLL_MEAS{41},YAW_CMD{42}KPy=0.3KIy=0.0035KDy=0,YAW_MEAS{43},
Sun Feb 18 11:22:23 2018,218263264,604.027,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5350,5504,1028,0,28,30,-0.0047884,-0.138864,-10.4722,0.0138349,-0.0117065,0.00744957,30.249,37.9828,-25.4602,7.62939e-06,-2.98277,-1.03287,22.021,2.38419e-07,0.00744957,
Sun Feb 18 11:22:23 2018,218273265,603.775,1514,1514,1209,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04202,2.38419e-07,0.5,-1.19209e-07,5350,5504,1028,0,28,30,0.0047884,-0.153229,-10.5441,0.0148991,-0.0106422,0.00957802,30.249,37.9828,-25.4602,7.62939e-06,85.9438,-7.62939e-06,-2.98447,2.38419e-07,0.00957802,
Sun Feb 18 11:22:23 2018,218283268,603.775,1514,1514,1209,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04202,2.38419e-07,0.5,-1.19209e-07,5340,5512,1028,0,8,30,0.0191536,-0.153229,-10.252,0.0117065,-0.0138349,0.00532112,30.249,37.9828,-25.4602,7.62939e-06,83.592,-7.62939e-06,-2.05364,2.38419e-07,0.00532112,
Sun Feb 18 11:22:23 2018,218293269,603.775,1514,1514,1209,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04202,2.38419e-07,0.5,-1.19209e-07,5340,5512,1028,0,8,30,0.0574608,-0.0814029,-10.4291,0.0117065,-0.0117065,0.0042569,30.249,37.9828,-25.4602,7.62939e-06,83.1699,-7.62939e-06,-0.69077,2.38419e-07,0.0042569,
Sun Feb 18 11:22:23 2018,218303270,603.775,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5356,5540,1028,0,30,30,0.0143652,-0.148441,-10.4722,0.0148991,-0.0159634,0.00638535,30.249,37.9828,-25.4602,7.62939e-06,82.7445,-7.62939e-06,0.316855,2.38419e-07,0.00638535,
Sun Feb 18 11:22:23 2018,218313271,603.775,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5356,5540,1028,0,30,30,0.0430956,-0.153229,-10.4435,0.0117065,-0.0138349,0.0106422,30.249,37.9828,-25.4602,7.62939e-06,82.2988,-7.62939e-06,1.16043,2.38419e-07,0.0106422,
Sun Feb 18 11:22:23 2018,218323272,602.498,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5326,5524,1028,0,8,30,0.0335188,-0.292093,-10.4722,0.0127707,-0.0148991,0.00638535,30.249,37.9828,-25.4602,7.62939e-06,81.8369,-7.62939e-06,1.87086,2.38419e-07,0.00638535,
Sun Feb 18 11:22:23 2018,218333273,602.498,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5326,5524,1028,0,8,30,0.0191536,-0.158017,-10.477,0.0127707,-0.0127707,0.00957802,30.249,37.9828,-25.4602,7.62939e-06,81.3598,-7.62939e-06,2.4667,2.38419e-07,0.00957802,
Sun Feb 18 11:22:23 2018,218343274,602.498,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5340,5510,1036,0,8,30,0,-0.0957681,-10.4483,0.0127707,-0.0148991,0.00532112,30.249,37.9828,-25.4602,7.62939e-06,80.8697,-7.62939e-06,2.96608,2.38419e-07,0.00532112,
Sun Feb 18 11:22:23 2018,218353275,602.498,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5340,5510,1036,0,8,30,0.0383072,-0.153229,-10.3908,0.00957802,-0.0127707,0.00532112,30.249,37.9828,-25.4602,7.62939e-06,80.3704,-7.62939e-06,3.39874,2.38419e-07,0.00532112,
Sun Feb 18 11:22:23 2018,218363276,602.498,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5344,5536,1028,0,8,28,0.023942,-0.248997,-10.501,0.0202203,-0.0117065,0.00744957,30.249,37.9828,-25.4602,7.62939e-06,79.8618,-7.62939e-06,3.77334,2.38419e-07,0.00744957,
Sun Feb 18 11:22:23 2018,218373277,602.498,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5344,5536,1028,0,8,28,-0.00957681,-0.0909797,-10.4196,0.00957802,-0.00957802,0.0106422,30.249,37.9828,-25.4602,7.62939e-06,79.346,-7.62939e-06,4.11582,2.38419e-07,0.0106422,
Sun Feb 18 11:22:23 2018,218383278,601.837,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5340,5504,1028,0,32,12,0.0861913,-0.11971,-10.4531,0.0138349,-0.0148991,0.00851379,30.249,37.9828,-25.4602,7.62939e-06,78.8243,-7.62939e-06,4.41665,2.38419e-07,0.00851379,
Sun Feb 18 11:22:23 2018,218393279,601.837,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5340,5504,1028,0,32,12,0,-0.268151,-10.501,0.0159634,-0.0138349,0.00957802,32.1504,39.5438,-24.2953,7.62939e-06,78.2955,-7.62939e-06,4.69226,2.38419e-07,0.00957802,
Sun Feb 18 11:22:23 2018,218403280,601.837,1514,1514,1208,1514,1940,1514,-7.62939e-06,7.62939e-06,1.04084,2.38419e-07,0.5,-1.19209e-07,5344,5526,1028,8,32,14,0.0814029,0.129287,-10.1035,0.0159634,-0.0106422,-0.00638535,32.1504,39.5438,-24.2953,7.62939e-06,77.764,-7.62939e-06,4.93417,2.38419e-07,-0.00638535,
