today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],PITCH_CMD{38}KP=0.0038KI=0KD=0.00073,PITCH_MEAS{39},ROLL_CMD{40},ROLL_MEAS{41},YAW_CMD{42}KPy=0.26KIy=0.0032KDy=0,YAW_MEAS{43},
Sun Feb 18 12:03:58 2018,471397407,580.341,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5354,5528,1026,0,32,14,0.071826,-0.114922,-10.477,0.0148991,-0.0106422,0.0159634,40.1016,43.0125,-10.65,0,-2.11146,-8.92019,4.74676,0.021127,0.0159634,
Sun Feb 18 12:03:58 2018,471407408,581.044,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5354,5528,1026,0,32,14,0.00957681,-0.177171,-10.4627,0.00957802,-0.0117065,0.0138349,40.1016,43.0125,-10.65,0,51.8539,0,-45.7629,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471417411,581.044,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5356,5532,1020,0,8,30,0.00957681,-0.105345,-10.4579,0.0148991,-0.0127707,0.0159634,40.1016,43.0125,-10.65,0,51.5347,0,-45.3571,2.38419e-07,0.0159634,
Sun Feb 18 12:03:58 2018,471427439,581.044,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5356,5532,1020,0,8,30,0.0526724,-0.21069,-10.5393,0.0159634,-0.0117065,0.0127707,40.1016,43.0125,-10.65,0,51.1831,0,-44.5783,2.38419e-07,0.0127707,
Sun Feb 18 12:03:58 2018,471437440,581.044,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5334,5500,1028,0,30,14,0.0814029,-0.110133,-10.4291,0.0127707,-0.0127707,0.0106422,40.1016,43.0125,-10.65,0,50.846,0,-43.8528,2.38419e-07,0.0106422,
Sun Feb 18 12:03:58 2018,471447441,581.044,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5334,5500,1028,0,30,14,0.0143652,-0.158017,-10.386,0.0159634,-0.0106422,0.0138349,40.1016,43.0125,-10.65,0,50.5025,0,-43.1317,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471457442,580.645,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5338,5514,1026,0,30,14,0.0957681,-0.153229,-10.5105,0.0106422,-0.0106422,0.0127707,40.1016,43.0125,-10.65,0,50.1582,0,-42.4264,2.38419e-07,0.0127707,
Sun Feb 18 12:03:58 2018,471467443,580.645,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5338,5514,1026,0,30,14,0.0670376,-0.153229,-10.386,0.0117065,-0.0138349,0.0117065,40.1016,43.0125,-10.65,0,49.8089,0,-41.732,2.38419e-07,0.0117065,
Sun Feb 18 12:03:58 2018,471477444,580.645,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5536,1020,0,18,32,0.105345,-0.153229,-10.5776,0.0138349,-0.0106422,0.0170276,40.1016,43.0125,-10.65,0,49.4573,0,-41.0463,2.38419e-07,0.0170276,
Sun Feb 18 12:03:58 2018,471487445,580.645,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5536,1020,0,18,32,0.105345,-0.0957681,-10.5105,0.00957802,-0.0106422,0.0159634,40.1016,43.0125,-10.65,0,49.1022,0,-40.3703,2.38419e-07,0.0159634,
Sun Feb 18 12:03:58 2018,471497446,580.54,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5340,5502,1022,0,30,14,0,-0.114922,-10.5393,0.0159634,-0.0117065,0.0127707,40.1016,43.0125,-10.65,0,48.743,0,-39.7059,2.38419e-07,0.0127707,
Sun Feb 18 12:03:58 2018,471507447,580.54,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5340,5502,1022,0,30,14,0.00957681,-0.0861913,-10.386,0.0159634,-0.0127707,0.0127707,40.1016,43.0125,-10.65,0,48.3764,0,-39.0517,2.38419e-07,0.0127707,
Sun Feb 18 12:03:58 2018,471517448,580.54,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5536,1026,0,30,32,0.0814029,-0.148441,-10.2568,0.0138349,-0.00851379,0.0138349,40.1016,43.0125,-10.65,0,48.0075,0,-38.4076,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471527449,580.54,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5536,1026,0,30,32,0.0909797,-0.0670376,-10.41,0.0127707,-0.00957802,0.0148991,40.1016,43.0125,-10.65,0,47.6369,0,-37.7725,2.38419e-07,0.0148991,
Sun Feb 18 12:03:58 2018,471537450,580.54,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5536,1022,0,8,32,0.110133,-0.143652,-10.4244,0.0106422,-0.00957802,0.0106422,40.1016,43.0125,-10.65,0,47.2616,0,-37.147,2.38419e-07,0.0106422,
Sun Feb 18 12:03:58 2018,471547451,580.54,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5536,1022,0,8,32,0.0335188,-0.0957681,-10.501,0.0117065,-0.00851379,0.0106422,40.1016,43.0125,-10.65,0,46.8832,0,-36.5285,2.38419e-07,0.0106422,
Sun Feb 18 12:03:58 2018,471557452,579.411,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5338,5504,1022,0,8,30,0.11971,-0.181959,-10.4818,0.00957802,-0.00851379,0.0138349,40.1016,43.0125,-10.65,0,46.501,0,-35.9227,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471567453,579.411,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5338,5504,1022,0,8,30,0.110133,-0.114922,-10.5297,0.0138349,-0.00957802,0.0159634,40.1016,43.0125,-10.65,0,46.1173,0,-35.3215,2.38419e-07,0.0159634,
Sun Feb 18 12:03:58 2018,471577454,579.411,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5538,1026,0,8,30,0.0622492,-0.114922,-10.5105,0.0138349,-0.0106422,0.0127707,40.1016,43.0125,-10.65,0,45.7295,0,-34.73,2.38419e-07,0.0127707,
Sun Feb 18 12:03:58 2018,471587455,579.411,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5538,1026,0,8,30,0.0670376,-0.162806,-10.3094,0.0127707,-0.0106422,0.0138349,40.1016,43.0125,-10.65,0,45.3382,0,-34.1479,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471597456,580.523,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5500,1026,0,8,30,0.0287304,-0.110133,-10.4579,0.0106422,-0.00851379,0.0127707,40.1016,43.0125,-10.65,0,44.9448,0,-33.5748,2.38419e-07,0.0127707,
Sun Feb 18 12:03:58 2018,471607457,580.523,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5500,1026,0,8,30,0.0861913,-0.0909797,-10.501,0.0106422,-0.0138349,0.0138349,40.1016,43.0125,-10.65,0,44.5463,0,-33.014,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471617458,580.523,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5502,1026,0,32,14,0.100556,-0.0957681,-10.4435,0.0170276,-0.00957802,0.0148991,40.1016,43.0125,-10.65,0,44.1455,0,-32.4581,2.38419e-07,0.0148991,
Sun Feb 18 12:03:58 2018,471627459,580.523,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5502,1026,0,32,14,0.114922,-0.134075,-10.4387,0.0127707,-0.00744957,0.0138349,40.1016,43.0125,-10.65,0,43.7438,0,-31.9078,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471637460,580.523,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5340,5498,1028,0,32,14,0.0335188,-0.181959,-10.4291,0.0127707,-0.0106422,0.0148991,40.1016,43.0125,-10.65,0,43.3411,0,-31.366,2.38419e-07,0.0148991,
Sun Feb 18 12:03:58 2018,471647461,580.523,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5340,5498,1028,0,32,14,0.0191536,-0.114922,-10.4004,0.0180918,-0.0138349,0.0148991,40.1016,43.0125,-10.65,0,42.9352,0,-30.8308,2.38419e-07,0.0148991,
Sun Feb 18 12:03:58 2018,471657462,580.367,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5494,1028,0,8,30,0.0526724,-0.215478,-10.3813,0.0138349,-0.00957802,0.0138349,40.1016,43.0125,-10.65,0,42.5212,0,-30.3084,2.38419e-07,0.0138349,
Sun Feb 18 12:03:58 2018,471667463,580.367,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5494,1028,0,8,30,0.0670376,-0.124498,-10.3669,0.0138349,-0.00957802,0.0159634,40.1016,43.0125,-10.65,0,42.1092,0,-29.7874,2.38419e-07,0.0159634,
Sun Feb 18 12:03:58 2018,471677464,580.367,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5338,5524,1022,0,8,30,0.0861913,-0.129287,-10.3573,0.0106422,-0.0127707,0.0148991,40.1016,43.0125,-10.65,0,41.693,0,-29.2781,2.38419e-07,0.0148991,
Sun Feb 18 12:03:58 2018,471687465,580.367,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5338,5524,1022,0,8,30,0.0526724,-0.201113,-10.3382,0.0138349,-0.0106422,0.0148991,40.1016,43.0125,-10.65,0,41.2744,0,-28.7769,2.38419e-07,0.0148991,
Sun Feb 18 12:03:58 2018,471697466,579.194,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5350,5528,1026,0,32,12,0.114922,-0.21069,-10.4339,0.0117065,-0.0117065,0.0159634,40.1016,43.0125,-10.65,0,40.8539,0,-28.2793,2.38419e-07,0.0159634,
Sun Feb 18 12:03:58 2018,471707467,579.194,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5350,5528,1026,0,32,12,0.0670376,-0.134075,-10.4291,0.0148991,-0.0106422,0.0117065,39.583,43.8797,-8.81953,0,40.4317,0,-27.7875,2.38419e-07,0.0117065,
Sun Feb 18 12:03:58 2018,471717468,579.194,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5528,1022,0,30,14,0.0383072,-0.124498,-10.3956,0.0117065,-0.0127707,0.0180918,39.583,43.8797,-8.81953,0,40.0027,0,-27.3076,2.38419e-07,0.0180918,
Sun Feb 18 12:03:58 2018,471727473,579.194,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5528,1022,0,30,14,0.138864,-0.153229,-10.3094,0.0127707,-0.0117065,0.0106422,39.583,43.8797,-8.81953,0,39.5653,0,-26.8379,2.38419e-07,0.0106422,
Sun Feb 18 12:03:58 2018,471737474,579.194,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5516,1028,0,20,32,0.0766145,-0.148441,-10.4627,0.00744957,-0.00957802,0.0148991,39.583,43.8797,-8.81953,0,39.126,0,-26.3742,2.38419e-07,0.0148991,
Sun Feb 18 12:03:58 2018,471747475,579.194,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5516,1028,0,20,32,0.0335188,-0.234632,-10.2615,0.0202203,-0.0106422,0.0117065,39.583,43.8797,-8.81953,0,38.6847,0,-25.9168,2.38419e-07,0.0117065,
Sun Feb 18 12:03:58 2018,471757476,580.966,1514,1514,1088,1514,1940,1514,0,0,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5494,1024,0,32,14,0.0766145,-0.158017,-10.3669,0.0138349,-0.00957802,0.0127707,39.583,43.8797,-8.81953,0,38.2417,0,-25.4636,2.38419e-07,0.0127707,
