today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],PITCH_CMD{38}KP=0.004KI=0KD=0.0007,PITCH_MEAS{39},ROLL_CMD{40},ROLL_MEAS{41},YAW_CMD{42}KPy=0.3KIy=0.0035KDy=0,YAW_MEAS{43},
Sun Feb 18 11:21:27 2018,160921158,601.212,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5354,5540,1090,0,8,32,0.071826,-0.186748,-10.4387,0.00957802,-0.0106422,0.0106422,29.9033,135.108,63.068,9.85916,4.07974,-20,-26.8419,-0.201878,0.0106422,
Sun Feb 18 11:21:27 2018,160931159,599.613,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5354,5540,1090,0,8,32,0.100556,-0.0909797,-10.4196,0.0138349,-0.0127707,0.00851379,29.9033,135.108,63.068,7.62939e-06,1.06943,-7.62939e-06,-114.823,2.38419e-07,0.00851379,
Sun Feb 18 11:21:27 2018,160941161,599.613,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5534,1088,0,8,30,0.100556,-0.0622492,-10.4004,0.0148991,-0.0106422,0.00851379,29.9033,135.108,63.068,7.62939e-06,1.12402,-7.62939e-06,-114.545,2.38419e-07,0.00851379,
Sun Feb 18 11:21:27 2018,160951162,599.613,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5336,5534,1088,0,8,30,0.0430956,-0.129287,-10.4866,0.0148991,-0.0117065,0.00532112,29.9033,135.108,63.068,7.62939e-06,1.20775,-7.62939e-06,-113.943,2.38419e-07,0.00532112,
Sun Feb 18 11:21:27 2018,160961163,599.613,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5502,1094,0,8,30,0.138864,-0.153229,-10.5201,0.0170276,-0.0148991,0.00957802,29.9033,135.108,63.068,7.62939e-06,1.28766,-7.62939e-06,-113.373,2.38419e-07,0.00957802,
Sun Feb 18 11:21:27 2018,160971164,599.613,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5346,5502,1094,0,8,30,0.0526724,-0.105345,-10.4483,0.0127707,-0.0138349,0.0117065,32.4961,137.363,63.9,7.62939e-06,1.37309,-7.62939e-06,-112.807,2.38419e-07,0.0117065,
Sun Feb 18 11:21:27 2018,160981165,600.36,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5338,5510,1088,0,32,12,0.0383072,-0.138864,-10.5201,0.0138349,-0.0117065,0.0106422,32.4961,137.363,63.9,7.62939e-06,1.46008,-7.62939e-06,-112.241,2.38419e-07,0.0106422,
Sun Feb 18 11:21:27 2018,160991166,600.36,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5500,1086,0,30,12,0.0622492,-0.124498,-10.5201,0.0170276,-0.0106422,0.00851379,32.4961,137.363,63.9,7.62939e-06,1.55028,-7.62939e-06,-111.678,2.38419e-07,0.00851379,
Sun Feb 18 11:21:27 2018,161001167,600.36,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5500,1086,0,30,12,0.114922,-0.110133,-10.4627,0.0180918,-0.0148991,0.00957802,32.4961,137.363,63.9,7.62939e-06,1.63628,-7.62939e-06,-111.115,2.38419e-07,0.00957802,
Sun Feb 18 11:21:27 2018,161011168,600.36,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5500,1086,0,30,12,-0.0143652,-0.143652,-10.4004,0.0127707,-0.00957802,0.00851379,32.4961,137.363,63.9,7.62939e-06,1.7278,-7.62939e-06,-110.555,2.38419e-07,0.00851379,
