today,microseconds_since_start,msl,rc0,rc1,rc2,rc3,rc4,rc5,rc0_scaled,rc1_scaled,rc2_scaled,rc3_scaled,rc4_scaled,rc5_scaled,adc_array[0],adc_array[1],adc_array[2],adc_array[3],adc_array[4],adc_array[5],a_mpu[0],a_mpu[1],a_mpu[2],g_mpu[0],g_mpu[1],g_mpu[2],m_mpu[0],m_mpu[1],m_mpu[2],PITCH_CMD{38}KP=0.004KI=0KD=0.0007,PITCH_MEAS{39},ROLL_CMD{40},ROLL_MEAS{41},YAW_CMD{42}KPy=0.3KIy=0.0035KDy=0,YAW_MEAS{43},
Sun Feb 18 11:18:55 2018,8352325,0,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5348,5528,1110,0,8,30,0.0191536,-0.114922,-10.4962,0.0138349,-0.0138349,0.0127707,-49.7812,7.63125,4.99219,2.43959e+33,0,0,0,1.65112e-40,0.0127707,
Sun Feb 18 11:18:55 2018,8362326,601.585,1515,1514,1088,1514,1940,1514,0.0469437,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5348,5528,1110,0,8,30,0.0287304,-0.138864,-10.3573,0.0127707,-0.0106422,0.0117065,-49.7812,7.63125,4.99219,7.62939e-06,-10.1477,-7.62939e-06,-168.939,2.38419e-07,0.0117065,
Sun Feb 18 11:18:55 2018,8372330,601.585,1515,1514,1088,1514,1940,1514,0.0469437,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5358,5532,1116,0,30,12,0.071826,-0.0957681,-10.4004,0.0138349,-0.0127707,0.0117065,-49.7812,7.63125,4.99219,7.62939e-06,-10.271,0.0469437,-168.787,2.38419e-07,0.0117065,
Sun Feb 18 11:18:55 2018,8382331,601.585,1515,1514,1088,1514,1940,1514,0.0469437,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5358,5532,1116,0,30,12,-0.0430956,-0.047884,-10.4291,0.0138349,-0.00744957,0.00957802,-49.7812,7.63125,4.99219,7.62939e-06,-10.4531,0.0469437,-168.57,2.38419e-07,0.00957802,
Sun Feb 18 11:18:55 2018,8392332,601.585,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5524,1112,0,30,32,0.071826,-0.047884,-10.3908,0.0117065,-0.0138349,0.00532112,-49.7812,7.63125,4.99219,7.62939e-06,-10.6371,0.0469437,-168.348,2.38419e-07,0.00532112,
Sun Feb 18 11:18:55 2018,8402333,601.585,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5524,1112,0,30,32,0.0143652,-0.124498,-10.4291,0.0106422,-0.0117065,0.00851379,-49.7812,7.63125,4.99219,7.62939e-06,-10.821,-7.62939e-06,-168.118,2.38419e-07,0.00851379,
Sun Feb 18 11:18:55 2018,8412334,601.681,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5524,1112,0,30,32,0.0766145,-0.11971,-10.5536,0.0138349,-0.0127707,0.0042569,-49.7812,7.63125,4.99219,7.62939e-06,-11.0126,-7.62939e-06,-167.894,2.38419e-07,0.0042569,
Sun Feb 18 11:18:55 2018,8422335,601.681,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5344,5502,1108,0,6,14,0.0574608,-0.11971,-10.41,0.0127707,-0.0106422,0.00851379,-49.7812,7.63125,4.99219,7.62939e-06,-11.2011,-7.62939e-06,-167.664,2.38419e-07,0.00851379,
Sun Feb 18 11:18:55 2018,8432336,601.681,1514,1514,1088,1514,1940,1514,-7.62939e-06,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5368,5512,1114,0,30,14,0.0335188,-0.0766145,-10.3525,0.0148991,-0.0106422,0.00957802,-49.7812,7.63125,4.99219,7.62939e-06,-11.3969,-7.62939e-06,-167.431,2.38419e-07,0.00957802,
Sun Feb 18 11:18:55 2018,8442337,601.681,1515,1514,1088,1514,1940,1514,0.0469437,7.62939e-06,0.9,2.38419e-07,0.5,-1.19209e-07,5368,5512,1114,0,30,14,0.0335188,-0.143652,-10.4291,0.0170276,-0.00744957,0.00744957,-49.7812,7.63125,4.99219,7.62939e-06,-11.5959,-7.62939e-06,-167.195,2.38419e-07,0.00744957,
