time(millis),theta_desired,theta_measured,motor_cmd,out_volts,
9601,-0.26,-0.73,30.33,22,
9608,-0.26,-0.72,29.82,21,
9614,-0.26,-0.71,29.13,21,
9620,-0.26,-0.74,30.65,22,
9626,-0.26,-0.71,29.09,21,
9632,-0.26,-0.69,27.65,20,
9638,-0.26,-0.67,26.37,19,
9645,-0.26,-0.62,22.87,16,
9651,-0.26,-0.56,19.35,14,
9657,-0.26,-0.51,16.05,12,
9663,-0.26,-0.48,13.90,9,
9669,-0.26,-0.44,11.41,8,
9675,-0.26,-0.39,8.59,6,
9681,-0.26,-0.35,5.69,3,
9688,-0.26,-0.30,2.61,1,
9694,-0.26,-0.26,-0.07,0,
9700,-0.26,-0.21,-3.11,2,
9706,-0.26,-0.17,-5.47,3,
9712,-0.26,-0.13,-8.13,6,
9718,-0.26,-0.10,-10.37,7,
9724,-0.26,-0.07,-12.11,9,
9731,-0.26,-0.04,-13.76,9,
9737,-0.26,-0.02,-15.01,11,
9743,-0.26,-0.01,-15.91,11,
9749,-0.26,0.01,-17.30,12,
9755,-0.26,0.02,-17.52,12,
9761,-0.26,0.03,-18.12,13,
9767,-0.26,0.03,-18.37,13,
9774,-0.26,0.04,-19.01,14,
9780,-0.26,0.04,-18.89,13,
9786,-0.26,0.03,-18.69,13,
9792,-0.26,0.03,-18.50,13,
9798,-0.26,0.03,-18.47,13,
9804,-0.26,0.03,-18.42,13,
9810,-0.26,0.03,-18.42,13,
9817,-0.26,0.03,-18.47,13,
9823,-0.26,0.03,-18.60,13,
9829,-0.26,0.03,-18.58,13,
9835,-0.26,0.03,-18.52,13,
9841,-0.26,0.03,-18.42,13,
9847,-0.26,0.03,-18.48,13,
9853,-0.26,0.03,-18.61,13,
9860,-0.26,0.03,-18.59,13,
9866,-0.26,0.03,-18.65,13,
9872,-0.26,0.03,-18.70,13,
9878,-0.26,0.03,-18.70,13,
9884,-0.26,0.03,-18.76,13,
9890,-0.26,0.03,-18.61,13,
9896,-0.26,0.03,-18.50,13,
9903,-0.26,0.03,-18.41,13,
9909,-0.26,0.03,-18.20,13,
9915,-0.26,0.02,-17.78,12,
9921,-0.26,0.02,-17.67,12,
9927,-0.26,0.02,-17.66,12,
9933,-0.26,0.02,-17.62,12,
9939,-0.26,0.02,-17.52,12,
9946,-0.26,0.02,-17.56,12,
9952,-0.26,0.02,-17.61,12,
9958,-0.26,0.02,-17.62,12,
9964,-0.26,0.02,-17.73,12,
9970,-0.26,0.02,-17.83,12,
9976,-0.26,0.02,-17.95,12,
9982,-0.26,0.02,-18.05,13,
9989,-0.26,0.02,-18.08,13,
9995,-0.26,0.02,-18.13,13,
10001,-0.26,0.03,-18.21,13,
10007,-0.26,0.03,-18.26,13,
10013,-0.26,0.03,-18.30,13,
10019,-0.26,0.03,-18.15,13,
10025,-0.26,0.02,-17.95,12,
10032,-0.26,0.02,-17.79,12,
10038,-0.26,0.02,-17.73,12,
10044,-0.26,0.02,-17.65,12,
10050,-0.26,0.02,-17.54,12,
10056,-0.26,0.01,-17.40,12,
10062,-0.26,0.01,-17.29,12,
10068,-0.26,0.01,-17.17,12,
10075,-0.26,0.01,-17.22,12,
10081,-0.26,0.01,-17.16,12,
10087,-0.26,0.01,-17.05,12,
10093,-0.26,0.01,-17.06,12,
10099,-0.26,0.01,-17.07,12,
10105,-0.26,0.01,-17.14,12,
10112,-0.26,0.01,-17.13,12,
10118,-0.26,0.01,-17.10,12,
10124,-0.26,0.01,-16.96,12,
10130,-0.26,0.00,-16.83,12,
10136,-0.26,-0.00,-16.26,12,
10142,-0.26,-0.01,-16.00,11,
10148,-0.26,-0.02,-15.17,11,
10155,-0.26,-0.03,-14.36,10,
10161,-0.26,-0.04,-14.06,10,
10167,-0.26,-0.06,-12.77,9,
10173,-0.26,-0.07,-12.02,9,
10179,-0.26,-0.09,-10.70,7,
10185,-0.26,-0.11,-9.63,6,
10191,-0.26,-0.13,-7.99,5,
10198,-0.26,-0.16,-6.48,4,
10204,-0.26,-0.18,-5.34,3,
10210,-0.26,-0.21,-2.99,1,
10216,-0.26,-0.24,-1.47,0,
10222,-0.26,-0.25,-0.25,0,
10228,-0.26,-0.27,0.87,0,
10234,-0.26,-0.29,2.11,1,
10240,-0.26,-0.30,2.82,1,
10246,-0.26,-0.31,3.53,2,
10252,-0.26,-0.32,3.91,2,
10258,-0.26,-0.33,4.35,3,
10264,-0.26,-0.34,4.95,3,
10270,-0.26,-0.34,4.96,3,
10276,-0.26,-0.34,4.96,3,
10283,-0.26,-0.34,5.08,3,
10289,-0.26,-0.33,4.81,3,
10295,-0.26,-0.33,4.49,3,
10301,-0.26,-0.32,4.05,3,
10307,-0.26,-0.32,3.70,2,
10313,-0.26,-0.30,2.85,1,
10319,-0.26,-0.29,1.98,0,
10326,-0.26,-0.28,1.36,0,
10332,-0.26,-0.27,0.58,0,
10338,-0.26,-0.26,0.05,0,
10344,-0.26,-0.25,-0.40,0,
10350,-0.26,-0.25,-0.83,0,
10356,-0.26,-0.24,-1.19,0,
10362,-0.26,-0.24,-1.46,0,
10368,-0.26,-0.24,-1.40,0,
10374,-0.26,-0.24,-1.10,0,
10380,-0.26,-0.25,-0.61,0,
10386,-0.26,-0.26,-0.03,0,
10392,-0.26,-0.27,0.56,0,
10398,-0.26,-0.28,1.17,0,
10404,-0.26,-0.28,1.46,0,
10411,-0.26,-0.28,1.58,0,
10417,-0.26,-0.28,1.67,0,
10423,-0.26,-0.28,1.59,0,
10429,-0.26,-0.28,1.60,0,
10435,-0.26,-0.28,1.27,0,
10441,-0.26,-0.28,1.43,0,
10447,-0.26,-0.28,1.61,0,
10454,-0.26,-0.28,1.71,0,
10460,-0.26,-0.29,1.74,0,
10466,-0.26,-0.29,1.74,0,
10472,-0.26,-0.29,1.76,0,
10478,-0.26,-0.29,1.80,0,
10484,-0.26,-0.29,1.79,0,
10490,-0.26,-0.29,1.82,0,
10496,-0.26,-0.29,1.95,0,
10502,-0.26,-0.29,2.08,1,
10508,-0.26,-0.29,2.07,1,
10514,-0.26,-0.29,2.00,1,
10520,-0.26,-0.29,1.88,0,
10526,-0.26,-0.28,1.65,0,
10532,-0.26,-0.28,1.45,0,
10539,-0.26,-0.28,1.33,0,
10545,-0.26,-0.28,1.30,0,
10551,-0.26,-0.28,1.28,0,
10557,-0.26,-0.28,1.29,0,
10563,-0.26,-0.28,1.26,0,
10569,-0.26,-0.28,1.22,0,
10575,-0.26,-0.28,1.21,0,
10582,-0.26,-0.28,1.26,0,
10588,-0.26,-0.28,1.25,0,
10594,-0.26,-0.28,1.25,0,
10600,-0.26,-0.28,1.17,0,
10606,-0.26,-0.28,1.12,0,
10612,-0.26,-0.27,1.03,0,
10618,-0.26,-0.27,1.01,0,
10624,-0.26,-0.27,0.99,0,
10630,-0.26,-0.27,1.01,0,
10636,-0.26,-0.27,1.04,0,
10642,-0.26,-0.28,1.09,0,
10648,-0.26,-0.28,1.15,0,
10654,-0.26,-0.27,1.06,0,
10660,-0.26,-0.27,1.02,0,
10667,-0.26,-0.27,0.85,0,
10673,-0.26,-0.27,0.73,0,
10679,-0.26,-0.27,0.67,0,
10685,-0.26,-0.27,0.63,0,
10691,-0.26,-0.27,0.56,0,
10697,-0.26,-0.27,0.52,0,
10703,-0.26,-0.27,0.54,0,
10710,-0.26,-0.27,0.72,0,
10716,-0.26,-0.27,0.92,0,
10722,-0.26,-0.27,1.01,0,
10728,-0.26,-0.28,1.11,0,
10734,-0.26,-0.28,1.18,0,
10740,-0.26,-0.28,1.20,0,
10746,-0.26,-0.28,1.18,0,
10752,-0.26,-0.28,1.07,0,
10758,-0.26,-0.27,1.01,0,
10764,-0.26,-0.27,0.88,0,
10770,-0.26,-0.27,0.66,0,
10776,-0.26,-0.26,0.34,0,
10782,-0.26,-0.26,0.28,0,
10788,-0.26,-0.26,0.18,0,
10795,-0.26,-0.26,0.12,0,
10801,-0.26,-0.26,0.25,0,
10807,-0.26,-0.27,0.49,0,
10813,-0.26,-0.27,0.71,0,
10819,-0.26,-0.27,0.86,0,
10825,-0.26,-0.27,1.04,0,
10831,-0.26,-0.28,1.18,0,
10838,-0.26,-0.28,1.32,0,
10844,-0.26,-0.28,1.42,0,
10850,-0.26,-0.28,1.44,0,
10856,-0.26,-0.28,1.42,0,
10862,-0.26,-0.28,1.34,0,
10868,-0.26,-0.28,1.39,0,
10874,-0.26,-0.28,1.45,0,
10880,-0.26,-0.28,1.49,0,
10886,-0.26,-0.28,1.35,0,
10892,-0.26,-0.28,1.26,0,
10898,-0.26,-0.28,1.25,0,
10904,-0.26,-0.28,1.27,0,
10910,-0.26,-0.28,1.23,0,
10916,-0.26,-0.28,1.25,0,
10923,-0.26,-0.28,1.31,0,
10929,-0.26,-0.28,1.36,0,
10935,-0.26,-0.28,1.30,0,
10941,-0.26,-0.28,1.24,0,
10947,-0.26,-0.28,1.36,0,
10953,-0.26,-0.28,1.40,0,
10959,-0.26,-0.28,1.37,0,
10966,-0.26,-0.28,1.35,0,
10972,-0.26,-0.28,1.41,0,
10978,-0.26,-0.28,1.38,0,
10984,-0.26,-0.28,1.38,0,
10990,-0.26,-0.28,1.45,0,
10996,-0.26,-0.28,1.51,0,
11002,-0.26,-0.28,1.43,0,
11008,-0.26,-0.28,1.40,0,
11014,-0.26,-0.28,1.46,0,
11020,-0.26,-0.28,1.48,0,
11026,-0.26,-0.28,1.51,0,
11032,-0.26,-0.28,1.53,0,
11038,-0.26,-0.28,1.57,0,
11044,-0.26,-0.28,1.56,0,
11051,-0.26,-0.28,1.43,0,
11057,-0.26,-0.28,1.39,0,
11063,-0.26,-0.28,1.38,0,
11069,-0.26,-0.28,1.38,0,
11075,-0.26,-0.28,1.41,0,
11081,-0.26,-0.28,1.33,0,
11087,-0.26,-0.28,1.27,0,
11094,-0.26,-0.28,1.20,0,
11100,-0.26,-0.28,1.08,0,
11106,-0.26,-0.27,1.05,0,
11112,-0.26,-0.27,1.01,0,
11118,-0.26,-0.27,0.96,0,
11124,-0.26,-0.27,0.84,0,
11130,-0.26,-0.27,0.78,0,
11136,-0.26,-0.27,0.73,0,
11142,-0.26,-0.27,0.67,0,
11148,-0.26,-0.27,0.59,0,
11154,-0.26,-0.27,0.67,0,
11160,-0.26,-0.27,0.73,0,
11166,-0.26,-0.27,1.00,0,
11172,-0.26,-0.28,1.22,0,
11179,-0.26,-0.28,1.38,0,
11185,-0.26,-0.28,1.49,0,
11191,-0.26,-0.28,1.55,0,
11197,-0.26,-0.28,1.63,0,
11203,-0.26,-0.28,1.51,0,
11209,-0.26,-0.28,1.22,0,
11215,-0.26,-0.27,0.96,0,
11222,-0.26,-0.27,0.70,0,
11228,-0.26,-0.27,0.57,0,
11234,-0.26,-0.27,0.48,0,
11240,-0.26,-0.26,0.39,0,
11246,-0.26,-0.26,0.36,0,
11252,-0.26,-0.26,0.33,0,
11258,-0.26,-0.27,0.51,0,
11264,-0.26,-0.27,0.70,0,
11270,-0.26,-0.27,0.86,0,
11276,-0.26,-0.27,0.99,0,
11282,-0.26,-0.28,1.10,0,
11288,-0.26,-0.28,1.21,0,
11294,-0.26,-0.28,1.29,0,
11300,-0.26,-0.28,1.39,0,
11307,-0.26,-0.28,1.31,0,
11313,-0.26,-0.27,1.00,0,
11319,-0.26,-0.27,0.80,0,
11325,-0.26,-0.27,0.59,0,
11331,-0.26,-0.27,0.46,0,
11337,-0.26,-0.26,0.41,0,
11343,-0.26,-0.26,0.35,0,
11350,-0.26,-0.26,0.29,0,
11356,-0.26,-0.26,0.30,0,
11362,-0.26,-0.26,0.33,0,
11368,-0.26,-0.27,0.45,0,
11374,-0.26,-0.27,0.58,0,
11380,-0.26,-0.27,0.67,0,
11386,-0.26,-0.27,0.72,0,
11392,-0.26,-0.27,0.80,0,
11398,-0.26,-0.27,0.94,0,
11404,-0.26,-0.27,1.04,0,
11410,-0.26,-0.28,1.12,0,
11416,-0.26,-0.28,1.18,0,
11422,-0.26,-0.28,1.24,0,
11428,-0.26,-0.28,1.23,0,
11435,-0.26,-0.28,1.15,0,
11441,-0.26,-0.28,1.15,0,
11447,-0.26,-0.28,1.11,0,
11453,-0.26,-0.27,1.05,0,
11459,-0.26,-0.27,0.91,0,
11465,-0.26,-0.27,0.70,0,
11471,-0.26,-0.27,0.54,0,
11478,-0.26,-0.26,0.38,0,
11484,-0.26,-0.26,0.28,0,
11490,-0.26,-0.26,0.29,0,
11496,-0.26,-0.26,0.24,0,
11502,-0.26,-0.26,0.31,0,
11508,-0.26,-0.26,0.40,0,
11514,-0.26,-0.26,0.40,0,
11520,-0.26,-0.27,0.44,0,
11526,-0.26,-0.27,0.49,0,
11532,-0.26,-0.27,0.57,0,
11538,-0.26,-0.27,0.64,0,
11544,-0.26,-0.27,0.66,0,
11550,-0.26,-0.27,0.69,0,
11556,-0.26,-0.27,0.71,0,
11563,-0.26,-0.27,0.73,0,
11569,-0.26,-0.27,0.74,0,
11575,-0.26,-0.27,0.74,0,
11581,-0.26,-0.27,0.77,0,
11587,-0.26,-0.27,0.80,0,
11593,-0.26,-0.27,0.83,0,
11599,-0.26,-0.27,0.85,0,
11606,-0.26,-0.27,0.85,0,
11612,-0.26,-0.27,0.86,0,
11618,-0.26,-0.27,0.86,0,
11624,-0.26,-0.27,0.87,0,
11630,-0.26,-0.27,0.87,0,
11636,-0.26,-0.27,0.87,0,
11642,-0.26,-0.27,0.89,0,
11648,-0.26,-0.27,0.89,0,
11654,-0.26,-0.27,0.90,0,
11660,-0.26,-0.27,0.91,0,
11666,-0.26,-0.27,0.90,0,
11672,-0.26,-0.27,0.90,0,
11678,-0.26,-0.27,0.90,0,
11684,-0.26,-0.27,0.89,0,
11691,-0.26,-0.27,0.87,0,
11697,-0.26,-0.27,0.86,0,
11703,-0.26,-0.27,0.85,0,
11709,-0.26,-0.27,0.84,0,
11715,-0.26,-0.27,0.83,0,
11721,-0.26,-0.27,0.82,0,
11727,-0.26,-0.27,0.80,0,
11734,-0.26,-0.27,0.78,0,
11740,-0.26,-0.27,0.76,0,
11746,-0.26,-0.27,0.73,0,
11752,-0.26,-0.27,0.72,0,
11758,-0.26,-0.27,0.69,0,
11764,-0.26,-0.27,0.67,0,
11770,-0.26,-0.27,0.65,0,
11776,-0.26,-0.27,0.62,0,
11782,-0.26,-0.27,0.59,0,
11788,-0.26,-0.27,0.56,0,
11794,-0.26,-0.27,0.54,0,
11800,-0.26,-0.27,0.51,0,
11806,-0.26,-0.27,0.48,0,
11812,-0.26,-0.27,0.45,0,
11819,-0.26,-0.26,0.40,0,
11825,-0.26,-0.26,0.35,0,
11831,-0.26,-0.26,0.31,0,
11837,-0.26,-0.26,0.27,0,
11843,-0.26,-0.26,0.22,0,
11849,-0.26,-0.26,0.18,0,
11855,-0.26,-0.26,0.12,0,
11862,-0.26,-0.26,0.06,0,
11868,-0.26,-0.26,0.00,0,
11874,-0.26,-0.26,-0.06,0,
11880,-0.26,-0.26,-0.12,0,
11886,-0.26,-0.26,-0.18,0,
11892,-0.26,-0.25,-0.24,0,
11898,-0.26,-0.25,-0.31,0,
11904,-0.26,-0.25,-0.38,0,
11910,-0.26,-0.25,-0.44,0,
11916,-0.26,-0.25,-0.52,0,
11922,-0.26,-0.25,-0.60,0,
11928,-0.26,-0.25,-0.68,0,
11934,-0.26,-0.25,-0.75,0,
11940,-0.26,-0.25,-0.84,0,
11947,-0.26,-0.24,-0.94,0,
11953,-0.26,-0.24,-1.03,0,
11959,-0.26,-0.24,-1.13,0,
11965,-0.26,-0.24,-1.23,0,
11971,-0.26,-0.24,-1.34,0,
11977,-0.26,-0.24,-1.33,0,
11983,-0.26,-0.24,-1.36,0,
11990,-0.26,-0.24,-1.43,0,
11996,-0.26,-0.23,-1.52,0,
12002,-0.26,-0.23,-1.58,0,
12008,-0.26,-0.23,-1.65,0,
12014,-0.26,-0.23,-1.69,0,
12020,-0.26,-0.23,-1.73,0,
12026,-0.26,-0.23,-1.84,0,
12032,-0.26,-0.23,-1.94,0,
12038,-0.26,-0.23,-2.05,1,
12044,-0.26,-0.23,-2.10,1,
12050,-0.26,-0.22,-2.13,1,
12056,-0.26,-0.22,-2.14,1,
12062,-0.26,-0.23,-2.09,1,
12068,-0.26,-0.23,-1.99,0,
12075,-0.26,-0.23,-1.88,0,
12081,-0.26,-0.23,-1.73,0,
12087,-0.26,-0.23,-1.65,0,
12093,-0.26,-0.23,-1.62,0,
12099,-0.26,-0.23,-1.64,0,
12105,-0.26,-0.23,-1.66,0,
12111,-0.26,-0.23,-1.60,0,
12118,-0.26,-0.23,-1.53,0,
12124,-0.26,-0.24,-1.45,0,
12130,-0.26,-0.24,-1.46,0,
12136,-0.26,-0.23,-1.54,0,
12142,-0.26,-0.24,-1.43,0,
12148,-0.26,-0.24,-1.37,0,
12154,-0.26,-0.24,-1.39,0,
12160,-0.26,-0.24,-1.47,0,
12166,-0.26,-0.24,-1.45,0,
12172,-0.26,-0.24,-1.41,0,
12178,-0.26,-0.24,-1.41,0,
12184,-0.26,-0.24,-1.41,0,
12190,-0.26,-0.24,-1.37,0,
12196,-0.26,-0.24,-1.40,0,
12203,-0.26,-0.24,-1.45,0,
12209,-0.26,-0.23,-1.55,0,
12215,-0.26,-0.23,-1.56,0,
12221,-0.26,-0.23,-1.62,0,
12227,-0.26,-0.23,-1.68,0,
12233,-0.26,-0.23,-1.80,0,
12239,-0.26,-0.23,-1.83,0,
12246,-0.26,-0.23,-1.90,0,
12252,-0.26,-0.23,-2.05,1,
12258,-0.26,-0.22,-2.16,1,
12264,-0.26,-0.22,-2.14,1,
12270,-0.26,-0.23,-2.09,1,
12276,-0.26,-0.23,-1.97,0,
12282,-0.26,-0.23,-1.76,0,
12288,-0.26,-0.23,-1.62,0,
12294,-0.26,-0.23,-1.66,0,
12300,-0.26,-0.23,-1.71,0,
12306,-0.26,-0.23,-1.80,0,
12312,-0.26,-0.23,-1.87,0,
12318,-0.26,-0.23,-2.07,1,
12324,-0.26,-0.23,-2.10,1,
12331,-0.26,-0.22,-2.16,1,
12337,-0.26,-0.23,-2.08,1,
12343,-0.26,-0.23,-2.00,0,
12349,-0.26,-0.23,-1.82,0,
12355,-0.26,-0.23,-1.73,0,
12361,-0.26,-0.23,-1.71,0,
12367,-0.26,-0.23,-1.78,0,
12374,-0.26,-0.23,-1.89,0,
12380,-0.26,-0.23,-2.03,1,
12386,-0.26,-0.22,-2.20,1,
12392,-0.26,-0.22,-2.51,1,
12398,-0.26,-0.22,-2.66,1,
12404,-0.26,-0.22,-2.72,1,
12410,-0.26,-0.22,-2.56,1,
12416,-0.26,-0.22,-2.32,1,
12422,-0.26,-0.23,-2.10,1,
12428,-0.26,-0.23,-1.84,0,
12434,-0.26,-0.23,-1.59,0,
12440,-0.26,-0.24,-1.31,0,
12446,-0.26,-0.24,-1.11,0,
12452,-0.26,-0.24,-0.88,0,
12459,-0.26,-0.25,-0.64,0,
12465,-0.26,-0.25,-0.43,0,
12471,-0.26,-0.25,-0.24,0,
12477,-0.26,-0.26,-0.16,0,
12483,-0.26,-0.25,-0.23,0,
12489,-0.26,-0.25,-0.39,0,
12495,-0.26,-0.25,-0.56,0,
12502,-0.26,-0.25,-0.71,0,
12508,-0.26,-0.25,-0.80,0,
12514,-0.26,-0.25,-0.84,0,
12520,-0.26,-0.24,-0.95,0,
12526,-0.26,-0.24,-1.13,0,
12532,-0.26,-0.24,-1.24,0,
12538,-0.26,-0.24,-1.26,0,
12544,-0.26,-0.24,-1.26,0,
12550,-0.26,-0.24,-1.22,0,
12556,-0.26,-0.24,-1.18,0,
12562,-0.26,-0.24,-1.17,0,
12568,-0.26,-0.24,-1.13,0,
12574,-0.26,-0.24,-1.07,0,
12580,-0.26,-0.24,-0.85,0,
12587,-0.26,-0.25,-0.69,0,
12593,-0.26,-0.25,-0.44,0,
12599,-0.26,-0.25,-0.26,0,
12605,-0.26,-0.26,-0.08,0,
12611,-0.26,-0.26,-0.01,0,
12617,-0.26,-0.26,0.06,0,
12623,-0.26,-0.26,0.08,0,
12630,-0.26,-0.26,0.12,0,
12636,-0.26,-0.26,0.11,0,
12642,-0.26,-0.26,0.14,0,
12648,-0.26,-0.26,0.19,0,
12654,-0.26,-0.26,0.20,0,
12660,-0.26,-0.26,0.26,0,
12666,-0.26,-0.26,0.32,0,
12672,-0.26,-0.26,0.39,0,
12678,-0.26,-0.27,0.47,0,
12684,-0.26,-0.27,0.53,0,
12690,-0.26,-0.27,0.59,0,
12696,-0.26,-0.27,0.64,0,
12702,-0.26,-0.27,0.71,0,
12708,-0.26,-0.27,0.79,0,
12715,-0.26,-0.27,0.91,0,
12721,-0.26,-0.27,1.00,0,
12727,-0.26,-0.28,1.09,0,
12733,-0.26,-0.28,1.17,0,
12739,-0.26,-0.28,1.18,0,
12745,-0.26,-0.28,1.19,0,
12751,-0.26,-0.28,1.22,0,
12758,-0.26,-0.28,1.27,0,
12764,-0.26,-0.28,1.31,0,
12770,-0.26,-0.28,1.29,0,
12776,-0.26,-0.28,1.25,0,
12782,-0.26,-0.28,1.19,0,
12788,-0.26,-0.28,1.16,0,
12794,-0.26,-0.28,1.11,0,
12800,-0.26,-0.27,1.08,0,
12806,-0.26,-0.27,1.01,0,
12812,-0.26,-0.27,0.88,0,
12818,-0.26,-0.27,0.68,0,
12824,-0.26,-0.27,0.68,0,
12830,-0.26,-0.27,0.67,0,
12836,-0.26,-0.27,0.70,0,
12843,-0.26,-0.27,0.71,0,
12849,-0.26,-0.27,0.79,0,
12855,-0.26,-0.27,0.91,0,
12861,-0.26,-0.27,1.01,0,
12867,-0.26,-0.28,1.15,0,
12873,-0.26,-0.28,1.37,0,
12879,-0.26,-0.28,1.56,0,
12886,-0.26,-0.29,1.75,0,
12892,-0.26,-0.29,1.73,0,
12898,-0.26,-0.29,1.73,0,
12904,-0.26,-0.29,1.72,0,
12910,-0.26,-0.29,1.74,0,
12916,-0.26,-0.29,1.78,0,
12922,-0.26,-0.29,1.85,0,
12928,-0.26,-0.29,1.90,0,
12934,-0.26,-0.29,1.89,0,
12940,-0.26,-0.29,1.88,0,
12946,-0.26,-0.29,1.79,0,
12952,-0.26,-0.29,1.77,0,
12958,-0.26,-0.29,1.80,0,
12964,-0.26,-0.29,1.84,0,
12971,-0.26,-0.28,1.70,0,
12977,-0.26,-0.28,1.59,0,
12983,-0.26,-0.28,1.61,0,
12989,-0.26,-0.28,1.61,0,
12995,-0.26,-0.28,1.53,0,
13001,-0.26,-0.28,1.51,0,
13007,-0.26,-0.28,1.53,0,
13014,-0.26,-0.28,1.53,0,
13020,-0.26,-0.28,1.40,0,
13026,-0.26,-0.28,1.40,0,
13032,-0.26,-0.28,1.47,0,
13038,-0.26,-0.28,1.52,0,
13044,-0.26,-0.28,1.51,0,
13050,-0.26,-0.28,1.48,0,
13056,-0.26,-0.28,1.45,0,
13062,-0.26,-0.28,1.36,0,
13068,-0.26,-0.28,1.30,0,
13074,-0.26,-0.28,1.30,0,
13080,-0.26,-0.28,1.27,0,
13086,-0.26,-0.28,1.17,0,
13092,-0.26,-0.28,1.14,0,
13099,-0.26,-0.27,1.02,0,
13105,-0.26,-0.27,0.89,0,
13111,-0.26,-0.27,0.87,0,
13117,-0.26,-0.27,0.81,0,
13123,-0.26,-0.27,0.76,0,
13129,-0.26,-0.27,0.79,0,
13135,-0.26,-0.27,0.83,0,
13142,-0.26,-0.27,0.90,0,
13148,-0.26,-0.27,0.99,0,
13154,-0.26,-0.28,1.10,0,
13160,-0.26,-0.28,1.28,0,
13166,-0.26,-0.28,1.59,0,
13172,-0.26,-0.29,1.81,0,
13178,-0.26,-0.29,1.96,0,
13184,-0.26,-0.29,2.15,1,
13190,-0.26,-0.30,2.40,1,
13196,-0.26,-0.29,2.24,1,
13202,-0.26,-0.29,2.13,1,
13208,-0.26,-0.29,2.00,0,
13214,-0.26,-0.29,1.92,0,
13220,-0.26,-0.28,1.68,0,
13227,-0.26,-0.28,1.40,0,
13233,-0.26,-0.28,1.28,0,
13239,-0.26,-0.28,1.22,0,
13245,-0.26,-0.28,1.17,0,
13251,-0.26,-0.28,1.09,0,
13257,-0.26,-0.27,0.99,0,
13263,-0.26,-0.27,1.02,0,
13270,-0.26,-0.27,1.06,0,
13276,-0.26,-0.28,1.11,0,
13282,-0.26,-0.28,1.15,0,
13288,-0.26,-0.28,1.21,0,
13294,-0.26,-0.28,1.18,0,
13300,-0.26,-0.27,1.09,0,
13306,-0.26,-0.27,1.03,0,
13312,-0.26,-0.27,0.98,0,
13318,-0.26,-0.27,0.87,0,
13324,-0.26,-0.27,0.87,0,
13330,-0.26,-0.27,0.85,0,
13336,-0.26,-0.27,0.89,0,
13342,-0.26,-0.27,0.95,0,
13348,-0.26,-0.27,1.01,0,
13355,-0.26,-0.28,1.28,0,
13361,-0.26,-0.28,1.50,0,
13367,-0.26,-0.29,1.77,0,
13373,-0.26,-0.29,2.01,1,
13379,-0.26,-0.29,2.26,1,
13385,-0.26,-0.29,2.37,1,
13391,-0.26,-0.29,1.97,0,
13398,-0.26,-0.28,1.59,0,
13404,-0.26,-0.28,1.40,0,
13410,-0.26,-0.28,1.23,0,
13416,-0.26,-0.28,1.17,0,
13422,-0.26,-0.28,1.19,0,
13428,-0.26,-0.28,1.23,0,
13434,-0.26,-0.28,1.24,0,
13440,-0.26,-0.28,1.30,0,
13446,-0.26,-0.28,1.39,0,
13452,-0.26,-0.28,1.51,0,
13458,-0.26,-0.28,1.63,0,
13464,-0.26,-0.29,1.78,0,
13470,-0.26,-0.29,1.97,0,
13476,-0.26,-0.29,1.97,0,
13483,-0.26,-0.29,1.92,0,
13489,-0.26,-0.29,1.90,0,
13495,-0.26,-0.29,1.98,0,
13501,-0.26,-0.29,2.16,1,
13507,-0.26,-0.29,2.21,1,
13513,-0.26,-0.29,2.32,1,
13519,-0.26,-0.29,2.22,1,
13526,-0.26,-0.29,2.13,1,
13532,-0.26,-0.29,2.06,1,
13538,-0.26,-0.29,2.01,1,
13544,-0.26,-0.29,2.01,1,
13550,-0.26,-0.29,1.80,0,
13556,-0.26,-0.28,1.61,0,
13562,-0.26,-0.28,1.35,0,
13568,-0.26,-0.28,1.16,0,
13574,-0.26,-0.27,1.00,0,
13580,-0.26,-0.27,0.82,0,
13586,-0.26,-0.27,0.63,0,
13592,-0.26,-0.27,0.53,0,
13598,-0.26,-0.26,0.33,0,
13604,-0.26,-0.26,0.39,0,
13611,-0.26,-0.27,0.51,0,
13617,-0.26,-0.27,0.65,0,
13623,-0.26,-0.27,0.81,0,
13629,-0.26,-0.27,0.96,0,
13635,-0.26,-0.27,1.08,0,
13641,-0.26,-0.28,1.20,0,
13647,-0.26,-0.28,1.29,0,
13654,-0.26,-0.28,1.30,0,
13660,-0.26,-0.28,1.29,0,
13666,-0.26,-0.28,1.18,0,
13672,-0.26,-0.27,0.89,0,
13678,-0.26,-0.27,0.65,0,
13684,-0.26,-0.27,0.46,0,
13690,-0.26,-0.26,0.33,0,
13696,-0.26,-0.26,0.20,0,
13702,-0.26,-0.26,0.07,0,
13708,-0.26,-0.26,-0.04,0,
13714,-0.26,-0.26,-0.02,0,
13720,-0.26,-0.26,0.09,0,
13726,-0.26,-0.26,0.19,0,
13732,-0.26,-0.26,0.23,0,
13739,-0.26,-0.26,0.29,0,
13745,-0.26,-0.26,0.31,0,
13751,-0.26,-0.26,0.29,0,
13757,-0.26,-0.26,0.23,0,
13763,-0.26,-0.26,0.18,0,
13769,-0.26,-0.26,0.13,0,
13775,-0.26,-0.26,0.07,0,
13782,-0.26,-0.26,0.01,0,
13788,-0.26,-0.26,-0.01,0,
13794,-0.26,-0.26,-0.01,0,
13800,-0.26,-0.26,-0.01,0,
13806,-0.26,-0.26,-0.04,0,
