time(millis),theta_desired,theta_measured,motor_cmd,out_volts,
83096,-0.26,-0.27,0.87,0,
83102,-0.26,-0.27,0.84,0,
83108,-0.26,-0.27,0.82,0,
83115,-0.26,-0.27,0.80,0,
83121,-0.26,-0.27,0.80,0,
83127,-0.26,-0.27,0.79,0,
83133,-0.26,-0.27,0.78,0,
83139,-0.26,-0.27,0.77,0,
83145,-0.26,-0.27,0.75,0,
83151,-0.26,-0.27,0.72,0,
83158,-0.26,-0.27,0.69,0,
83164,-0.26,-0.27,0.67,0,
83170,-0.26,-0.27,0.66,0,
83176,-0.26,-0.27,0.65,0,
83182,-0.26,-0.27,0.63,0,
83188,-0.26,-0.27,0.60,0,
83194,-0.26,-0.27,0.57,0,
83200,-0.26,-0.27,0.54,0,
83206,-0.26,-0.27,0.50,0,
83212,-0.26,-0.27,0.48,0,
83218,-0.26,-0.27,0.46,0,
83224,-0.26,-0.27,0.44,0,
83230,-0.26,-0.26,0.41,0,
83236,-0.26,-0.26,0.37,0,
83243,-0.26,-0.26,0.33,0,
83249,-0.26,-0.26,0.30,0,
83255,-0.26,-0.26,0.27,0,
83261,-0.26,-0.26,0.24,0,
83267,-0.26,-0.26,0.20,0,
83273,-0.26,-0.26,0.16,0,
83279,-0.26,-0.26,0.12,0,
83286,-0.26,-0.26,0.07,0,
83292,-0.26,-0.26,0.03,0,
83298,-0.26,-0.26,-0.00,0,
83304,-0.26,-0.26,-0.05,0,
83310,-0.26,-0.26,-0.10,0,
83316,-0.26,-0.26,-0.14,0,
83322,-0.26,-0.26,-0.19,0,
83328,-0.26,-0.25,-0.25,0,
83334,-0.26,-0.25,-0.29,0,
83340,-0.26,-0.25,-0.35,0,
83346,-0.26,-0.25,-0.41,0,
83352,-0.26,-0.25,-0.47,0,
83358,-0.26,-0.25,-0.53,0,
83364,-0.26,-0.25,-0.59,0,
83371,-0.26,-0.25,-0.66,0,
83377,-0.26,-0.25,-0.73,0,
83383,-0.26,-0.25,-0.81,0,
83389,-0.26,-0.24,-0.88,0,
83395,-0.26,-0.24,-0.96,0,
83401,-0.26,-0.24,-1.04,0,
83407,-0.26,-0.24,-1.12,0,
83414,-0.26,-0.24,-1.22,0,
83420,-0.26,-0.24,-1.33,0,
83426,-0.26,-0.24,-1.41,0,
83432,-0.26,-0.23,-1.50,0,
83438,-0.26,-0.23,-1.58,0,
83444,-0.26,-0.23,-1.65,0,
83450,-0.26,-0.23,-1.61,0,
83456,-0.26,-0.23,-1.56,0,
83462,-0.26,-0.24,-1.48,0,
83468,-0.26,-0.24,-1.43,0,
83474,-0.26,-0.24,-1.33,0,
83480,-0.26,-0.24,-1.32,0,
83486,-0.26,-0.24,-1.33,0,
83492,-0.26,-0.24,-1.38,0,
83499,-0.26,-0.24,-1.49,0,
83505,-0.26,-0.24,-1.49,0,
83511,-0.26,-0.24,-1.46,0,
83517,-0.26,-0.24,-1.45,0,
83523,-0.26,-0.24,-1.45,0,
83529,-0.26,-0.24,-1.35,0,
83535,-0.26,-0.24,-1.31,0,
83542,-0.26,-0.24,-1.33,0,
83548,-0.26,-0.24,-1.37,0,
83554,-0.26,-0.24,-1.39,0,
83560,-0.26,-0.24,-1.43,0,
83566,-0.26,-0.23,-1.51,0,
83572,-0.26,-0.24,-1.47,0,
83578,-0.26,-0.24,-1.47,0,
83584,-0.26,-0.24,-1.44,0,
83590,-0.26,-0.24,-1.48,0,
83596,-0.26,-0.23,-1.54,0,
83602,-0.26,-0.23,-1.53,0,
83608,-0.26,-0.23,-1.59,0,
83614,-0.26,-0.23,-1.59,0,
83620,-0.26,-0.23,-1.58,0,
83627,-0.26,-0.23,-1.66,0,
83633,-0.26,-0.23,-1.75,0,
83639,-0.26,-0.23,-1.81,0,
83645,-0.26,-0.23,-1.84,0,
83651,-0.26,-0.23,-1.95,0,
83657,-0.26,-0.23,-1.98,0,
83663,-0.26,-0.23,-1.97,0,
83670,-0.26,-0.23,-2.10,1,
83676,-0.26,-0.22,-2.24,1,
83682,-0.26,-0.22,-2.29,1,
83688,-0.26,-0.22,-2.29,1,
83694,-0.26,-0.22,-2.22,1,
83700,-0.26,-0.22,-2.29,1,
83706,-0.26,-0.22,-2.20,1,
83712,-0.26,-0.23,-2.07,1,
83718,-0.26,-0.23,-1.89,0,
83724,-0.26,-0.23,-1.76,0,
83730,-0.26,-0.23,-1.69,0,
83736,-0.26,-0.23,-1.63,0,
83742,-0.26,-0.23,-1.62,0,
83748,-0.26,-0.23,-1.63,0,
83755,-0.26,-0.23,-1.58,0,
83761,-0.26,-0.23,-1.62,0,
83767,-0.26,-0.23,-1.77,0,
83773,-0.26,-0.23,-2.06,1,
83779,-0.26,-0.22,-2.36,1,
83785,-0.26,-0.22,-2.45,1,
83791,-0.26,-0.22,-2.47,1,
83798,-0.26,-0.22,-2.53,1,
83804,-0.26,-0.22,-2.57,1,
83810,-0.26,-0.22,-2.56,1,
83816,-0.26,-0.22,-2.46,1,
83822,-0.26,-0.22,-2.30,1,
83828,-0.26,-0.22,-2.14,1,
83834,-0.26,-0.23,-1.93,0,
83840,-0.26,-0.23,-1.63,0,
83846,-0.26,-0.24,-1.39,0,
83852,-0.26,-0.24,-1.16,0,
83858,-0.26,-0.24,-0.98,0,
83864,-0.26,-0.25,-0.76,0,
83870,-0.26,-0.25,-0.56,0,
83876,-0.26,-0.25,-0.60,0,
83883,-0.26,-0.25,-0.77,0,
83889,-0.26,-0.24,-1.05,0,
83895,-0.26,-0.24,-1.16,0,
83901,-0.26,-0.24,-1.26,0,
83907,-0.26,-0.24,-1.32,0,
83913,-0.26,-0.24,-1.39,0,
83919,-0.26,-0.23,-1.53,0,
83926,-0.26,-0.24,-1.38,0,
83932,-0.26,-0.24,-1.20,0,
83938,-0.26,-0.24,-1.01,0,
83944,-0.26,-0.25,-0.83,0,
83950,-0.26,-0.25,-0.64,0,
83956,-0.26,-0.25,-0.46,0,
83962,-0.26,-0.25,-0.26,0,
83968,-0.26,-0.26,-0.07,0,
83974,-0.26,-0.26,0.13,0,
83980,-0.26,-0.26,0.22,0,
83986,-0.26,-0.26,0.17,0,
83992,-0.26,-0.26,0.25,0,
83998,-0.26,-0.26,0.44,0,
84004,-0.26,-0.27,0.63,0,
84011,-0.26,-0.27,0.89,0,
84017,-0.26,-0.28,1.15,0,
84023,-0.26,-0.28,1.40,0,
84029,-0.26,-0.28,1.65,0,
84035,-0.26,-0.29,1.86,0,
84041,-0.26,-0.29,2.04,1,
84047,-0.26,-0.29,2.24,1,
84054,-0.26,-0.30,2.47,1,
84060,-0.26,-0.30,2.61,1,
84066,-0.26,-0.30,2.69,1,
84072,-0.26,-0.30,2.79,1,
84078,-0.26,-0.30,2.83,1,
84084,-0.26,-0.30,2.86,1,
84090,-0.26,-0.31,3.02,2,
84096,-0.26,-0.31,3.23,2,
84102,-0.26,-0.31,3.32,2,
84108,-0.26,-0.32,3.67,2,
84114,-0.26,-0.31,3.36,2,
84120,-0.26,-0.31,3.28,2,
84126,-0.26,-0.31,3.23,2,
84132,-0.26,-0.31,3.17,2,
84139,-0.26,-0.30,2.83,1,
84145,-0.26,-0.30,2.98,1,
84151,-0.26,-0.30,2.77,1,
84157,-0.26,-0.30,2.87,1,
84163,-0.26,-0.30,2.98,1,
84169,-0.26,-0.31,3.13,2,
84175,-0.26,-0.31,3.39,2,
84182,-0.26,-0.31,3.46,2,
84188,-0.26,-0.31,3.47,2,
84194,-0.26,-0.31,3.40,2,
84200,-0.26,-0.31,3.41,2,
84206,-0.26,-0.31,3.30,2,
84212,-0.26,-0.31,3.14,2,
84218,-0.26,-0.30,2.86,1,
84224,-0.26,-0.30,2.76,1,
84230,-0.26,-0.30,2.53,1,
84236,-0.26,-0.29,2.18,1,
84242,-0.26,-0.29,1.91,0,
84248,-0.26,-0.28,1.43,0,
84254,-0.26,-0.28,1.21,0,
84260,-0.26,-0.27,1.00,0,
84267,-0.26,-0.27,0.75,0,
84273,-0.26,-0.27,0.69,0,
84279,-0.26,-0.27,0.61,0,
84285,-0.26,-0.27,0.50,0,
84291,-0.26,-0.26,0.43,0,
84297,-0.26,-0.26,0.42,0,
84303,-0.26,-0.26,0.42,0,
84310,-0.26,-0.26,0.35,0,
84316,-0.26,-0.26,0.41,0,
84322,-0.26,-0.26,0.42,0,
84328,-0.26,-0.27,0.46,0,
84334,-0.26,-0.27,0.44,0,
84340,-0.26,-0.26,0.41,0,
84346,-0.26,-0.26,0.38,0,
84352,-0.26,-0.26,0.33,0,
84358,-0.26,-0.26,0.21,0,
84364,-0.26,-0.26,0.05,0,
84370,-0.26,-0.26,-0.08,0,
84376,-0.26,-0.26,-0.21,0,
84382,-0.26,-0.25,-0.33,0,
84388,-0.26,-0.25,-0.41,0,
84395,-0.26,-0.25,-0.59,0,
84401,-0.26,-0.25,-0.77,0,
84407,-0.26,-0.24,-0.96,0,
84413,-0.26,-0.24,-1.16,0,
84419,-0.26,-0.24,-1.39,0,
84425,-0.26,-0.23,-1.55,0,
84431,-0.26,-0.23,-1.72,0,
84438,-0.26,-0.23,-1.97,0,
84444,-0.26,-0.23,-2.06,1,
84450,-0.26,-0.22,-2.13,1,
84456,-0.26,-0.22,-2.23,1,
84462,-0.26,-0.22,-2.21,1,
84468,-0.26,-0.23,-2.08,1,
84474,-0.26,-0.23,-1.97,0,
84480,-0.26,-0.23,-1.89,0,
84486,-0.26,-0.23,-1.71,0,
84492,-0.26,-0.23,-1.73,0,
84498,-0.26,-0.23,-1.78,0,
84504,-0.26,-0.23,-1.74,0,
84510,-0.26,-0.23,-1.97,0,
84516,-0.26,-0.23,-1.92,0,
84523,-0.26,-0.23,-1.97,0,
84529,-0.26,-0.23,-2.04,1,
84535,-0.26,-0.23,-2.04,1,
84541,-0.26,-0.23,-2.11,1,
84547,-0.26,-0.23,-2.08,1,
84553,-0.26,-0.23,-1.89,0,
84559,-0.26,-0.23,-1.68,0,
84566,-0.26,-0.23,-1.50,0,
84572,-0.26,-0.24,-1.43,0,
84578,-0.26,-0.24,-1.42,0,
84584,-0.26,-0.24,-1.41,0,
84590,-0.26,-0.24,-1.42,0,
84596,-0.26,-0.24,-1.43,0,
84602,-0.26,-0.24,-1.40,0,
84608,-0.26,-0.24,-1.39,0,
84614,-0.26,-0.24,-1.41,0,
84620,-0.26,-0.24,-1.42,0,
84626,-0.26,-0.24,-1.39,0,
84632,-0.26,-0.24,-1.43,0,
84638,-0.26,-0.24,-1.49,0,
84644,-0.26,-0.23,-1.52,0,
84651,-0.26,-0.23,-1.51,0,
84657,-0.26,-0.24,-1.46,0,
84663,-0.26,-0.23,-1.53,0,
84669,-0.26,-0.23,-1.49,0,
84675,-0.26,-0.24,-1.46,0,
84681,-0.26,-0.24,-1.39,0,
84687,-0.26,-0.24,-1.33,0,
84694,-0.26,-0.24,-1.22,0,
84700,-0.26,-0.24,-1.22,0,
84706,-0.26,-0.24,-1.18,0,
84712,-0.26,-0.24,-1.12,0,
84718,-0.26,-0.24,-1.04,0,
84724,-0.26,-0.24,-1.00,0,
84730,-0.26,-0.24,-0.94,0,
84736,-0.26,-0.24,-0.85,0,
84742,-0.26,-0.24,-0.86,0,
84748,-0.26,-0.25,-0.84,0,
84754,-0.26,-0.25,-0.81,0,
84760,-0.26,-0.24,-0.85,0,
84766,-0.26,-0.24,-1.05,0,
84772,-0.26,-0.24,-1.27,0,
84779,-0.26,-0.23,-1.54,0,
84785,-0.26,-0.23,-1.75,0,
84791,-0.26,-0.23,-1.84,0,
84797,-0.26,-0.23,-1.90,0,
84803,-0.26,-0.23,-1.90,0,
84809,-0.26,-0.23,-1.83,0,
84815,-0.26,-0.23,-1.77,0,
84822,-0.26,-0.23,-1.73,0,
84828,-0.26,-0.23,-1.75,0,
84834,-0.26,-0.23,-1.73,0,
84840,-0.26,-0.23,-1.68,0,
84846,-0.26,-0.23,-1.61,0,
84852,-0.26,-0.24,-1.48,0,
84858,-0.26,-0.24,-1.40,0,
84864,-0.26,-0.24,-1.36,0,
84870,-0.26,-0.24,-1.32,0,
84876,-0.26,-0.24,-1.23,0,
84882,-0.26,-0.24,-1.14,0,
84888,-0.26,-0.24,-1.10,0,
84894,-0.26,-0.24,-1.08,0,
84900,-0.26,-0.24,-1.02,0,
84907,-0.26,-0.24,-1.01,0,
84913,-0.26,-0.24,-0.96,0,
84919,-0.26,-0.24,-0.86,0,
84925,-0.26,-0.25,-0.82,0,
84931,-0.26,-0.25,-0.78,0,
84937,-0.26,-0.25,-0.77,0,
84943,-0.26,-0.25,-0.77,0,
84950,-0.26,-0.24,-0.86,0,
84956,-0.26,-0.24,-0.93,0,
84962,-0.26,-0.24,-1.19,0,
84968,-0.26,-0.24,-1.43,0,
84974,-0.26,-0.23,-1.71,0,
84980,-0.26,-0.23,-1.90,0,
84986,-0.26,-0.23,-2.10,1,
84992,-0.26,-0.22,-2.35,1,
84998,-0.26,-0.22,-2.39,1,
85004,-0.26,-0.22,-2.34,1,
85010,-0.26,-0.22,-2.15,1,
85016,-0.26,-0.23,-1.98,0,
85022,-0.26,-0.23,-1.84,0,
85028,-0.26,-0.23,-1.80,0,
85035,-0.26,-0.23,-1.81,0,
85041,-0.26,-0.23,-1.88,0,
85047,-0.26,-0.23,-1.90,0,
85053,-0.26,-0.23,-1.92,0,
85059,-0.26,-0.23,-1.89,0,
85065,-0.26,-0.23,-1.85,0,
85071,-0.26,-0.23,-1.83,0,
85078,-0.26,-0.23,-1.83,0,
85084,-0.26,-0.23,-1.86,0,
85090,-0.26,-0.23,-1.86,0,
85096,-0.26,-0.23,-1.85,0,
85102,-0.26,-0.23,-1.84,0,
85108,-0.26,-0.23,-1.82,0,
85114,-0.26,-0.23,-1.72,0,
85120,-0.26,-0.23,-1.59,0,
85126,-0.26,-0.24,-1.43,0,
85132,-0.26,-0.24,-1.26,0,
85138,-0.26,-0.24,-1.13,0,
85144,-0.26,-0.24,-0.94,0,
85150,-0.26,-0.25,-0.73,0,
85156,-0.26,-0.25,-0.54,0,
85163,-0.26,-0.25,-0.30,0,
85169,-0.26,-0.26,-0.09,0,
85175,-0.26,-0.26,0.14,0,
85181,-0.26,-0.26,0.22,0,
85187,-0.26,-0.26,0.39,0,
85193,-0.26,-0.27,0.56,0,
85199,-0.26,-0.27,0.79,0,
85206,-0.26,-0.27,1.04,0,
85212,-0.26,-0.28,1.27,0,
85218,-0.26,-0.28,1.52,0,
85224,-0.26,-0.28,1.70,0,
85230,-0.26,-0.29,1.82,0,
85236,-0.26,-0.29,1.94,0,
85242,-0.26,-0.29,2.16,1,
85248,-0.26,-0.30,2.38,1,
85254,-0.26,-0.30,2.53,1,
85260,-0.26,-0.30,2.57,1,
85266,-0.26,-0.30,2.49,1,
85272,-0.26,-0.30,2.38,1,
85278,-0.26,-0.29,2.31,1,
85284,-0.26,-0.29,2.19,1,
85291,-0.26,-0.29,2.20,1,
85297,-0.26,-0.29,2.17,1,
85303,-0.26,-0.29,2.19,1,
85309,-0.26,-0.29,2.22,1,
85315,-0.26,-0.29,2.22,1,
85321,-0.26,-0.30,2.38,1,
85327,-0.26,-0.29,2.30,1,
85334,-0.26,-0.29,2.14,1,
85340,-0.26,-0.29,2.00,0,
85346,-0.26,-0.29,1.80,0,
85352,-0.26,-0.29,1.77,0,
85358,-0.26,-0.28,1.63,0,
85364,-0.26,-0.28,1.50,0,
85370,-0.26,-0.28,1.37,0,
85376,-0.26,-0.28,1.21,0,
85382,-0.26,-0.27,1.00,0,
85388,-0.26,-0.27,0.82,0,
85394,-0.26,-0.27,0.65,0,
85400,-0.26,-0.26,0.43,0,
85406,-0.26,-0.26,0.27,0,
85412,-0.26,-0.26,0.15,0,
85419,-0.26,-0.26,-0.04,0,
85425,-0.26,-0.26,-0.17,0,
85431,-0.26,-0.25,-0.26,0,
85437,-0.26,-0.25,-0.36,0,
85443,-0.26,-0.25,-0.51,0,
85449,-0.26,-0.25,-0.63,0,
85455,-0.26,-0.25,-0.75,0,
85462,-0.26,-0.24,-0.93,0,
85468,-0.26,-0.24,-1.10,0,
85474,-0.26,-0.24,-1.31,0,
85480,-0.26,-0.24,-1.48,0,
85486,-0.26,-0.23,-1.63,0,
85492,-0.26,-0.23,-1.77,0,
85498,-0.26,-0.23,-1.94,0,
85504,-0.26,-0.22,-2.13,1,
85510,-0.26,-0.22,-2.14,1,
85516,-0.26,-0.23,-2.08,1,
85522,-0.26,-0.23,-1.95,0,
85528,-0.26,-0.23,-1.82,0,
85534,-0.26,-0.23,-1.70,0,
85540,-0.26,-0.23,-1.62,0,
85547,-0.26,-0.23,-1.61,0,
85553,-0.26,-0.23,-1.61,0,
85559,-0.26,-0.23,-1.57,0,
85565,-0.26,-0.23,-1.57,0,
85571,-0.26,-0.23,-1.60,0,
85577,-0.26,-0.23,-1.63,0,
85583,-0.26,-0.23,-1.64,0,
85590,-0.26,-0.23,-1.66,0,
85596,-0.26,-0.23,-1.78,0,
85602,-0.26,-0.23,-1.84,0,
85608,-0.26,-0.23,-1.84,0,
85614,-0.26,-0.23,-1.89,0,
85620,-0.26,-0.23,-1.87,0,
85626,-0.26,-0.23,-1.88,0,
85632,-0.26,-0.23,-2.05,1,
85638,-0.26,-0.23,-2.07,1,
85644,-0.26,-0.23,-2.06,1,
85650,-0.26,-0.23,-1.98,0,
85656,-0.26,-0.23,-1.87,0,
85662,-0.26,-0.23,-1.68,0,
85668,-0.26,-0.23,-1.71,0,
85675,-0.26,-0.23,-1.67,0,
85681,-0.26,-0.23,-1.70,0,
85687,-0.26,-0.23,-1.74,0,
85693,-0.26,-0.23,-1.78,0,
85699,-0.26,-0.23,-1.74,0,
85705,-0.26,-0.23,-1.85,0,
85711,-0.26,-0.23,-1.99,0,
85718,-0.26,-0.22,-2.15,1,
85724,-0.26,-0.22,-2.28,1,
85730,-0.26,-0.22,-2.33,1,
85736,-0.26,-0.22,-2.36,1,
85742,-0.26,-0.22,-2.43,1,
85748,-0.26,-0.22,-2.46,1,
85754,-0.26,-0.22,-2.37,1,
85760,-0.26,-0.22,-2.17,1,
85766,-0.26,-0.22,-2.16,1,
85772,-0.26,-0.23,-2.05,1,
85778,-0.26,-0.23,-1.92,0,
85784,-0.26,-0.23,-1.76,0,
85790,-0.26,-0.24,-1.43,0,
85796,-0.26,-0.24,-1.19,0,
85803,-0.26,-0.24,-0.94,0,
85809,-0.26,-0.25,-0.74,0,
85815,-0.26,-0.25,-0.52,0,
85821,-0.26,-0.25,-0.37,0,
85827,-0.26,-0.25,-0.32,0,
85833,-0.26,-0.25,-0.26,0,
85839,-0.26,-0.25,-0.30,0,
85846,-0.26,-0.25,-0.41,0,
85852,-0.26,-0.25,-0.41,0,
85858,-0.26,-0.25,-0.43,0,
85864,-0.26,-0.25,-0.42,0,
85870,-0.26,-0.25,-0.37,0,
85876,-0.26,-0.25,-0.27,0,
85882,-0.26,-0.26,-0.15,0,
85888,-0.26,-0.26,-0.05,0,
85894,-0.26,-0.26,0.08,0,
85900,-0.26,-0.26,0.23,0,
85906,-0.26,-0.26,0.42,0,
85912,-0.26,-0.27,0.65,0,
85918,-0.26,-0.27,0.92,0,
85924,-0.26,-0.28,1.25,0,
85931,-0.26,-0.28,1.64,0,
85937,-0.26,-0.29,1.98,0,
85943,-0.26,-0.29,2.24,1,
85949,-0.26,-0.30,2.48,1,
85955,-0.26,-0.30,2.72,1,
85961,-0.26,-0.30,2.94,1,
85967,-0.26,-0.31,3.06,2,
85974,-0.26,-0.31,3.09,2,
85980,-0.26,-0.30,2.93,1,
85986,-0.26,-0.31,3.03,2,
85992,-0.26,-0.30,2.99,1,
85998,-0.26,-0.30,2.84,1,
86004,-0.26,-0.30,2.81,1,
86010,-0.26,-0.30,2.54,1,
86016,-0.26,-0.29,2.26,1,
86022,-0.26,-0.29,1.98,0,
86028,-0.26,-0.28,1.67,0,
86034,-0.26,-0.28,1.28,0,
86040,-0.26,-0.27,0.96,0,
86046,-0.26,-0.27,0.66,0,
86052,-0.26,-0.26,0.39,0,
86059,-0.26,-0.26,0.12,0,
86065,-0.26,-0.26,-0.10,0,
86071,-0.26,-0.26,-0.16,0,
86077,-0.26,-0.25,-0.29,0,
86083,-0.26,-0.25,-0.42,0,
86089,-0.26,-0.25,-0.50,0,
86095,-0.26,-0.25,-0.63,0,
86102,-0.26,-0.25,-0.84,0,
86108,-0.26,-0.24,-0.98,0,
86114,-0.26,-0.24,-1.18,0,
86120,-0.26,-0.24,-1.37,0,
86126,-0.26,-0.23,-1.57,0,
86132,-0.26,-0.23,-1.77,0,
86138,-0.26,-0.23,-2.00,0,
86144,-0.26,-0.22,-2.25,1,
86150,-0.26,-0.22,-2.37,1,
86156,-0.26,-0.22,-2.36,1,
86162,-0.26,-0.22,-2.34,1,
86168,-0.26,-0.22,-2.24,1,
86174,-0.26,-0.23,-2.13,1,
86180,-0.26,-0.23,-2.08,1,
86187,-0.26,-0.23,-1.98,0,
86193,-0.26,-0.23,-1.82,0,
86199,-0.26,-0.23,-1.75,0,
86205,-0.26,-0.23,-1.57,0,
86211,-0.26,-0.23,-1.52,0,
86217,-0.26,-0.24,-1.45,0,
86223,-0.26,-0.24,-1.39,0,
86230,-0.26,-0.24,-1.30,0,
86236,-0.26,-0.24,-1.27,0,
86242,-0.26,-0.24,-1.27,0,
86248,-0.26,-0.24,-1.25,0,
86254,-0.26,-0.24,-1.32,0,
86260,-0.26,-0.24,-1.47,0,
86266,-0.26,-0.23,-1.68,0,
86272,-0.26,-0.23,-1.90,0,
86278,-0.26,-0.23,-1.92,0,
86284,-0.26,-0.23,-1.92,0,
86290,-0.26,-0.23,-1.96,0,
86296,-0.26,-0.23,-2.10,1,
86302,-0.26,-0.22,-2.23,1,
86308,-0.26,-0.22,-2.32,1,
86315,-0.26,-0.22,-2.29,1,
86321,-0.26,-0.22,-2.17,1,
86327,-0.26,-0.23,-2.04,1,
86333,-0.26,-0.23,-1.87,0,
86339,-0.26,-0.23,-1.63,0,
86345,-0.26,-0.24,-1.46,0,
86351,-0.26,-0.24,-1.25,0,
86358,-0.26,-0.24,-0.99,0,
86364,-0.26,-0.25,-0.79,0,
86370,-0.26,-0.25,-0.67,0,
86376,-0.26,-0.25,-0.62,0,
86382,-0.26,-0.25,-0.67,0,
86388,-0.26,-0.25,-0.70,0,
86394,-0.26,-0.25,-0.71,0,
86400,-0.26,-0.25,-0.72,0,
86406,-0.26,-0.25,-0.78,0,
86412,-0.26,-0.25,-0.85,0,
86418,-0.26,-0.25,-0.77,0,
86424,-0.26,-0.25,-0.65,0,
86430,-0.26,-0.25,-0.49,0,
86436,-0.26,-0.25,-0.31,0,
86443,-0.26,-0.26,-0.06,0,
86449,-0.26,-0.26,0.19,0,
86455,-0.26,-0.27,0.48,0,
86461,-0.26,-0.27,0.66,0,
86467,-0.26,-0.27,0.92,0,
86473,-0.26,-0.28,1.17,0,
86479,-0.26,-0.28,1.50,0,
86486,-0.26,-0.30,2.94,1,
86492,-0.26,-0.31,3.25,2,
86498,-0.26,-0.31,3.54,2,
86504,-0.26,-0.32,3.69,2,
86510,-0.26,-0.32,3.71,2,
86516,-0.26,-0.32,3.81,2,
86522,-0.26,-0.31,3.43,2,
86528,-0.26,-0.31,3.12,2,
86534,-0.26,-0.30,2.89,1,
86540,-0.26,-0.30,2.52,1,
86546,-0.26,-0.29,2.35,1,
86552,-0.26,-0.29,2.35,1,
86558,-0.26,-0.29,2.35,1,
86564,-0.26,-0.29,2.22,1,
86571,-0.26,-0.29,2.13,1,
86577,-0.26,-0.29,2.13,1,
86583,-0.26,-0.29,2.11,1,
86589,-0.26,-0.29,2.19,1,
86595,-0.26,-0.29,2.20,1,
86601,-0.26,-0.29,2.23,1,
86607,-0.26,-0.29,2.15,1,
86614,-0.26,-0.29,2.03,1,
86620,-0.26,-0.29,1.92,0,
86626,-0.26,-0.29,1.73,0,
86632,-0.26,-0.28,1.54,0,
86638,-0.26,-0.28,1.34,0,
86644,-0.26,-0.28,1.17,0,
86650,-0.26,-0.27,0.98,0,
86656,-0.26,-0.27,0.76,0,
86662,-0.26,-0.27,0.68,0,
86668,-0.26,-0.27,0.54,0,
86674,-0.26,-0.27,0.56,0,
86680,-0.26,-0.27,0.59,0,
86686,-0.26,-0.27,0.69,0,
86692,-0.26,-0.27,0.76,0,
86699,-0.26,-0.27,0.88,0,
86705,-0.26,-0.27,0.92,0,
86711,-0.26,-0.27,0.96,0,
86717,-0.26,-0.27,1.00,0,
86723,-0.26,-0.27,1.04,0,
86729,-0.26,-0.27,1.01,0,
86735,-0.26,-0.27,0.98,0,
86742,-0.26,-0.27,0.98,0,
86748,-0.26,-0.27,0.95,0,
86754,-0.26,-0.27,0.89,0,
86760,-0.26,-0.27,0.87,0,
86766,-0.26,-0.27,0.85,0,
86772,-0.26,-0.27,0.82,0,
86778,-0.26,-0.27,0.81,0,
86784,-0.26,-0.27,0.78,0,
86790,-0.26,-0.27,0.72,0,
86796,-0.26,-0.27,0.70,0,
86802,-0.26,-0.27,0.65,0,
86808,-0.26,-0.27,0.62,0,
86814,-0.26,-0.27,0.58,0,
86820,-0.26,-0.27,0.54,0,
86827,-0.26,-0.27,0.51,0,
86833,-0.26,-0.27,0.47,0,
86839,-0.26,-0.27,0.43,0,
86845,-0.26,-0.26,0.40,0,
86851,-0.26,-0.26,0.37,0,
86857,-0.26,-0.26,0.35,0,
86863,-0.26,-0.26,0.34,0,
86870,-0.26,-0.26,0.32,0,
86876,-0.26,-0.26,0.31,0,
86882,-0.26,-0.26,0.29,0,
86888,-0.26,-0.26,0.28,0,
86894,-0.26,-0.26,0.28,0,
86900,-0.26,-0.26,0.26,0,
86906,-0.26,-0.26,0.26,0,
86912,-0.26,-0.26,0.26,0,
86918,-0.26,-0.26,0.25,0,
86924,-0.26,-0.26,0.23,0,
86930,-0.26,-0.26,0.23,0,
86936,-0.26,-0.26,0.23,0,
86942,-0.26,-0.26,0.23,0,
86948,-0.26,-0.26,0.23,0,
86955,-0.26,-0.26,0.23,0,
86961,-0.26,-0.26,0.24,0,
86967,-0.26,-0.26,0.25,0,
86973,-0.26,-0.26,0.26,0,
86979,-0.26,-0.26,0.27,0,
86985,-0.26,-0.26,0.28,0,
86991,-0.26,-0.26,0.30,0,
86998,-0.26,-0.26,0.32,0,
87004,-0.26,-0.26,0.34,0,
87010,-0.26,-0.26,0.36,0,
87016,-0.26,-0.26,0.38,0,
87022,-0.26,-0.26,0.40,0,
87028,-0.26,-0.26,0.42,0,
87034,-0.26,-0.27,0.45,0,
87040,-0.26,-0.27,0.47,0,
87046,-0.26,-0.27,0.50,0,
87052,-0.26,-0.27,0.53,0,
87058,-0.26,-0.27,0.55,0,
87064,-0.26,-0.27,0.57,0,
87070,-0.26,-0.27,0.59,0,
87076,-0.26,-0.27,0.62,0,
87083,-0.26,-0.27,0.65,0,
87089,-0.26,-0.27,0.68,0,
87095,-0.26,-0.27,0.71,0,
87101,-0.26,-0.27,0.73,0,
87107,-0.26,-0.27,0.77,0,
87113,-0.26,-0.27,0.81,0,
87119,-0.26,-0.27,0.85,0,
87126,-0.26,-0.27,0.89,0,
87132,-0.26,-0.27,0.93,0,
87138,-0.26,-0.27,0.98,0,
87144,-0.26,-0.27,1.01,0,
87150,-0.26,-0.27,1.06,0,
87156,-0.26,-0.28,1.09,0,
87162,-0.26,-0.27,1.07,0,
87168,-0.26,-0.27,0.98,0,
87174,-0.26,-0.27,0.88,0,
87180,-0.26,-0.27,0.63,0,
87186,-0.26,-0.27,0.59,0,
87192,-0.26,-0.27,0.52,0,
87198,-0.26,-0.27,0.51,0,
87204,-0.26,-0.27,0.51,0,
87211,-0.26,-0.27,0.64,0,
87217,-0.26,-0.27,0.79,0,
87223,-0.26,-0.27,0.89,0,
87229,-0.26,-0.27,1.01,0,
