Time (sec),AccY (m/s^2),AccZ (m/s^2),Gyro (deg/s)
53.29,-5.882168,9.733359,193.1447
53.3,-0.8238868,11.41945,207.3525
53.311,-4.540957,9.599238,211.56
53.321,5.479805,9.867481,189.5461
53.33,-2.318379,11.36197,189.1786
53.34,6.456973,10.07824,203.2623
53.35,-2.529141,12.14754,215.3948
53.36,0.728086,8.162227,208.9297
53.37,5.498965,11.11289,212.1576
53.38,2.778223,6.763535,195.8732
53.39,5.019961,11.11289,199.8937
53.4,-0.05748047,10.78717,207.7576
53.412,3.544629,11.82182,210.4964
53.42,2.145938,9.848321,214.7621
53.43,4.579278,7.702383,217.8083
53.44,4.081113,11.91762,216.9521
53.45,4.272715,9.484278,222.8642
53.46,4.311035,10.95961,223.4104
53.47,5.824688,7.759863,224.9339
53.48,4.042793,8.008945,221.1525
53.49,7.165899,7.204219,221.8833
53.501,4.406836,8.353828,221.1511
53.512,5.882168,10.13572,220.3564
53.52,8.085587,6.07377,220.4153
53.53,6.763535,8.449629,219.6205
53.54,8.085587,6.188731,216.6306
53.55,5.249883,8.334668,219.2504
53.56,7.721543,7.721543,220.9556
53.57,5.939649,7.951465,216.1374
53.58,8.698711,7.089258,209.9778
53.59,8.50711,4.387676,206.3181
53.601,9.062755,6.09293,204.1224
53.612,8.641231,4.215235,201.9258
53.62,7.740704,7.33834,208.5714
53.63,8.986114,4.081113,206.9853
53.641,9.158555,3.008145,200.7041
53.65,9.216036,2.778223,197.8985
53.661,9.426797,3.065625,198.3246
53.67,8.583751,5.652246,202.9593
53.68,9.733359,3.602109,205.5207
53.69,9.062755,4.061953,206.009
53.713,9.254355,3.353028,206.2532
53.72,9.982442,-0.7472461,201.0084
53.731,9.024434,2.644102,204.8454
53.74,9.675879,2.624942,210.2688
53.75,10.02076,-0.5556446,209.9617
53.76,11.11289,1.015488,207.9473
53.77,9.69504,-1.571133,208.6752
53.78,8.162227,1.820215,211.6592
53.79,11.84098,-1.322051,217.9359
53.8,8.162227,0.8238868,211.1638
53.814,7.165899,-1.015488,228.3571
53.821,10.23152,-1.283731,214.9394
53.83,12.31998,-2.605781,224.753
53.84,4.84752,0.09580079,240.2995
53.85,12.33914,-3.889512,241.2728
53.86,11.74518,-2.931504,217.9168
53.87,13.45043,-6.418653,226.8165
53.88,8.794512,-1.839375,247.5455
53.89,5.920488,-3.199746,253.7623
53.9,10.11656,-6.07377,245.5888
53.913,8.296348,-4.88584,252.9045
53.921,7.721543,-6.303692,251.4996
53.93,7.204219,-3.755391,253.1449
53.94,8.487949,-6.629415,255.6439
53.95,6.763535,-4.84752,249.3014
53.96,8.56459,-7.913145,249.9101
53.97,5.288203,-6.399492,249.0539
53.98,5.249883,-5.958809,252.2831
53.99,3.602109,-7.050938,250.0246
54,5.058281,-5.556446,241.1806
54.015,2.47166,-6.935977,239.9598
54.022,4.675078,-6.629415,235.3855
54.031,5.096602,-8.986114,226.9102
54.04,2.030977,-7.012618,235.6909
54.05,3.889512,-6.859336,229.4106
54.061,2.050137,-6.706055,219.6547
54.07,1.762734,-7.759863,212.0923
54.08,3.755391,-9.541759,207.03
54.09,2.893184,-6.591094,205.3212
54.104,3.927832,-10.36565,198.2459
54.12,-2.318379,-9.618399,201.0505
54.13,5.767207,-10.15488,188.246
54.14,-3.429668,-8.775352,184.6489
54.15,5.997129,-9.445957,170.6249
54.16,-2.720742,-10.95961,178.9179
54.171,-2.567461,-6.744375,183.9162
54.18,-1.992656,-10.17404,175.8046
54.19,-1.858535,-6.974297,164.0955
54.2,1.18793,-10.40396,157.2035
54.21,-2.107617,-9.177715,155.1286
54.23,-1.437012,-9.599238,147.8694
54.24,-3.525469,-7.031778,146.8923
54.25,-1.551973,-8.851993,148.4152
54.26,-4.387676,-7.913145,144.3284
54.27,-3.065625,-10.97877,139.2664
54.28,-0.9580079,-8.737032,133.4727
54.29,-2.529141,-9.848321,131.7644
54.3,-1.417852,-9.292676,137.6171
54.31,-8.583751,-8.56459,132.6771
54.32,-0.1149609,-8.813672,140.1164
54.331,-9.120234,-8.143066,136.397
54.34,0.613125,-7.568262,116.9463
54.35,-4.330195,-9.905801,119.1417
54.36,-7.721543,-6.303692,127.3738
54.37,-5.096602,-10.07824,126.1552
54.38,-6.322852,-5.288203,117.7415
54.39,-2.720742,-8.56459,117.2547
54.4,-5.537285,-8.890313,108.2922
54.41,-3.927832,-8.54543,106.098
54.42,-6.09293,-8.52627,108.6594
54.431,-4.981641,-9.005274,102.3791
54.44,-5.882168,-8.353828,108.1113
54.45,-7.146739,-5.633086,106.2214
54.46,-5.671406,-9.062755,101.7706
54.47,-4.406836,-7.127578,103.1119
54.48,-5.767207,-9.292676,100.246
54.49,-3.429668,-6.284532,105.4898
54.5,-9.503438,-6.418653,112.258
54.51,-4.464316,-8.219707,109.2701
54.52,-11.22785,-6.648574,99.33192
54.531,-2.835703,-6.801856,100.7958
54.54,-6.456973,-6.05461,93.78488
54.55,-11.89846,-5.901329,114.3955
54.56,-9.139395,-6.13125,119.1525
54.57,-11.20869,-5.134922,109.3966
54.58,-1.494492,-6.763535,98.90911
54.59,-10.80633,-6.284532,99.70206
54.604,-2.011817,-5.901329,122.2025
54.61,-12.12838,-6.016289,114.7026
54.62,-7.453301,-4.215235,126.2271
54.631,-12.99059,-4.579278,132.0199
54.64,-5.575606,-4.119434,120.8616
54.65,-4.732559,-6.265371,114.9471
54.66,-13.35463,-4.406836,120.618
54.67,-6.916817,-5.920488,136.6546
54.68,-13.08639,-3.946992,136.4717
54.69,-4.368516,-3.103945,128.362
54.7,-8.890313,-5.403164,128.8499
54.71,-4.464316,-2.874024,140.3133
54.72,-10.34649,-5.192402,152.6303
54.731,-4.92416,-3.372188,142.8741
54.74,-10.97877,-3.851192,155.6178
54.75,-10.42313,0,142.0811
54.76,-5.690567,-3.832031,145.8615
54.77,-10.97877,-2.835703,148.2388
54.78,-10.289,0.5748047,151.6526
54.79,-11.01709,-1.341211,157.0787
54.8,-10.51893,0.7855664,150.6754
54.81,-7.146739,-3.046465,149.9429
54.821,-10.71053,0.6897656,144.0893
54.84,-9.522598,0.1149609,136.1624
54.85,-11.03625,1.16877,143.4795
54.86,-9.024434,1.111289,142.0161
54.87,-11.74518,0.2299219,141.5884
54.88,-8.181387,-1.628613,130.673
54.89,-8.353828,2.375859,126.0381
54.9,-6.322852,0,127.2568
54.91,-8.641231,2.375859,136.0974
54.92,-13.62287,1.072969,139.0213
54.93,-4.751719,1.513652,139.0792
54.941,-13.54623,1.935176,138.7118
54.95,-3.563789,1.628613,119.561
54.96,-11.64938,2.43334,114.7408
54.97,-12.68402,2.509981,122.0608
54.98,-12.60738,2.375859,137.0028
54.99,-11.20869,3.238066,126.5179
55,-3.65959,3.123106,118.1671
55.01,-13.33547,2.835703,120.1198
55.02,-4.291875,3.889512,133.7816
55.03,-14.236,3.544629,134.0273
55.041,-5.115762,3.544629,147.2599
55.05,-14.75332,4.215235,145.0675
55.06,-4.540957,3.218906,125.1303
55.07,-6.13125,4.502637,132.5083
55.08,-14.06356,4.157754,148.057
55.09,-8.066426,5.805528,153.057
55.1,-12.70318,4.981641,142.3862
55.11,-2.375859,5.441484,130.8617
55.12,-10.30816,6.342012,128.6669
55.13,-1.494492,5.709727,139.7647
55.141,-11.15121,6.11209,135.3136
55.15,-10.46145,5.958809,147.2043
55.16,-1.532813,7.031778,132.8753
55.17,-8.181387,6.801856,122.3309
55.18,-2.548301,6.763535,123.006
55.19,-10.61473,5.173243,118.6812
55.2,-7.664063,8.775352,129.4172
55.21,-8.602911,5.690567,121.1289
55.22,-8.066426,8.602911,113.935
55.23,-4.655918,6.207891,105.6435
55.241,-8.641231,9.196876,101.3758
55.25,-5.786367,7.012618,92.59708
55.26,-4.368516,6.821016,85.58606
55.27,-8.104747,9.484278,76.62066
55.28,-1.456172,8.62207,69.48453
55.29,-9.254355,7.568262,78.87278
55.301,-7.798184,7.989786,67.28542
55.31,-1.628613,8.353828,53.92978
55.32,-7.913145,9.388477,46.37409
55.33,-3.832031,7.050938,42.35498
55.35,-5.786367,7.529942,29.18954
55.361,-3.544629,6.744375,22.91189
55.37,-6.840176,10.05908,26.56798
55.38,-7.721543,6.571934,23.82162
55.39,-1.22625,8.52627,14.48991
55.4,-7.31918,7.874825,1.072828
55.41,-0.9005274,9.024434,-3.136938
55.421,-8.219707,6.744375,1.744217
55.43,-1.954336,7.874825,4.186348
55.441,-7.127578,7.33834,1.140675
55.46,-6.265371,7.529942,-5.866943
55.47,-6.533614,8.449629,-9.220769
55.48,-3.295547,6.782696,-13.00143
55.49,-6.07377,7.606582,-11.29428
55.5,-6.418653,8.966953,-9.282249
55.51,-5.767207,7.913145,-8.367784
55.52,-6.016289,8.890313,-10.2589
55.53,-4.483477,6.591094,-8.49148
55.54,-5.824688,8.832832,-12.51674
55.55,-4.751719,6.265371,-9.590786
55.561,-5.709727,9.292676,-8.188784
55.57,-5.652246,8.602911,-4.65227
55.58,-5.575606,9.484278,-0.6275166
55.59,-5.288203,8.200547,-0.6271524
55.6,-4.86668,6.322852,-2.638983
55.61,-5.671406,9.426797,0.1052831
55.621,-5.307364,6.437813,4.983623
55.63,-6.03545,9.580078,6.996109
55.64,-5.039121,6.552774,5.472011
55.65,-5.479805,6.897656,5.289376
55.662,-4.943321,6.265371,11.44806
55.671,-5.709727,7.37666,10.53124
55.68,-5.594766,9.445957,17.23622
55.69,-4.560117,6.495293,17.05096
55.7,-5.000801,8.947793,16.98765
55.71,-4.521797,6.418653,18.81458
55.72,-6.246211,9.081915,23.56933
55.73,-4.425996,8.583751,28.32407
55.74,-6.16957,9.541759,31.24955
55.75,-3.563789,8.008945,32.52869
55.762,-6.150411,9.177715,35.39386
55.77,-3.257227,7.108418,33.31872
55.78,-6.07377,7.721543,38.98816
55.79,-5.882168,9.407638,42.1576
55.8,-2.874024,6.840176,41.05874
55.81,-4.88584,8.832832,43.06964
55.82,-3.065625,6.763535,48.73966
55.83,-7.2617,9.273516,54.77553
55.84,-3.410508,8.411309,57.27481
55.85,-7.165899,9.580078,61.78629
55.862,-1.992656,7.702383,59.16398
55.87,-4.253555,8.028106,59.5276
55.88,-6.629415,9.388477,65.74523
55.89,-5.671406,9.177715,75.49945
55.9,-5.326524,8.660391,71.53416
55.91,-0.05748047,8.334668,68.48351
55.92,-7.395821,9.656719,73.48568
55.93,-0.5939649,9.388477,75.01224
55.94,-8.334668,9.120234,91.59978
55.95,-1.130449,7.970625,85.62636
55.961,-8.698711,8.50711,88.79817
55.97,1.149609,8.851993,78.97788
55.98,-3.487149,10.15488,90.01016
55.99,-6.859336,7.836504,100.2498
56,2.39502,9.541759,96.1601
56.01,-5.345684,8.008945,97.80214
56.02,2.988985,9.829161,85.78551
56.03,-6.342012,9.656719,79.25668
56.04,2.912344,10.42313,97.8498
56.05,-6.916817,9.101074,100.8332
56.062,-1.456172,9.445957,94.36753
56.07,-6.533614,9.101074,92.59365
56.08,0.1724414,10.03992,82.40736
56.09,0.3065625,10.02076,81.48936
56.1,-6.11209,8.947793,99.53477
56.11,1.551973,10.02076,97.2753
56.12,-5.307364,9.522598,88.49252
56.13,2.4525,10.15488,91.53899
56.14,-0.7855664,8.947793,88.48791
56.15,-3.832031,9.886642,97.2661
56.162,-1.513652,9.139395,97.81373
56.17,-2.260899,10.0016,105.0666
56.18,3.927832,10.0974,93.84509
56.19,-2.47166,9.982442,93.965
56.2,4.253555,10.1932,100.8532
56.21,-3.372188,9.944121,111.5219
56.22,0.249082,9.944121,115.2988
56.23,-3.717071,9.963282,110.1123
56.24,2.241738,9.656719,105.1696
56.25,4.272715,10.59557,107.666
56.261,4.291875,8.794512,109.6764
56.27,3.525469,10.65305,120.8919
56.28,-4.100274,9.024434,133.9994
56.29,6.437813,9.503438,119.363
56.3,2.41418,11.57273,116.19
56.31,7.893985,8.966953,123.4439
56.32,0.8813672,11.93678,138.5603
56.33,-1.437012,8.334668,138.4328
56.34,0.01916016,11.80266,145.0126
56.35,1.034649,7.587422,135.9826
56.362,7.874825,9.886642,125.4921
56.371,2.548301,7.031778,122.1975
56.38,2.548301,7.050938,143.7838
56.39,-1.360371,10.53809,140.9189
56.4,4.560117,6.840176,127.2613
56.41,8.641231,10.57641,127.75
56.42,6.648574,7.683223,117.5665
56.43,7.836504,9.675879,127.6268
56.44,-1.762734,8.50711,134.6384
56.45,7.970625,9.311836,125.4304
56.461,-0.1724414,7.472461,123.6618
56.47,8.238868,9.388477,111.4607
56.48,6.744375,7.37666,104.5038
56.49,1.896856,8.602911,111.5713
56.5,7.089258,6.686895,111.7486
56.51,2.49082,8.851993,108.1454
56.52,6.935977,8.56459,101.6204
56.53,7.606582,6.821016,100.1563
56.54,6.342012,8.296348,95.03371
56.55,7.606582,6.361172,93.32574
56.561,6.782696,7.893985,90.70348
56.57,7.33834,6.05461,91.92225
56.58,5.518125,9.158555,93.75111
56.59,7.280859,6.993457,91.7385
56.6,7.414981,5.690567,90.09175
56.61,8.028106,6.016289,90.51817
56.62,6.935977,5.690567,94.66173
56.63,6.456973,8.756192,98.3175
56.64,8.947793,5.441484,98.98544
56.65,6.782696,7.951465,102.1534
56.662,10.05908,4.694239,101.4203
56.67,5.690567,6.610254,104.3473
56.68,7.510782,7.568262,111.544
56.69,4.675078,6.725215,120.0822
56.7,8.756192,5.901329,122.1569
56.71,11.01709,6.13125,115.3292
56.72,3.314707,6.744375,125.0842
56.73,10.51893,7.683223,140.2051
56.74,4.349356,5.000801,144.3504
56.75,11.40029,2.47166,137.3981
56.762,8.028106,4.004473,144.2878
56.77,8.43047,2.816543,144.3484
56.78,8.775352,6.706055,155.0803
56.79,11.20869,3.429668,162.5805
56.8,9.005274,4.713398,157.6417
56.81,12.79898,2.624942,160.8736
56.82,6.016289,4.809199,170.8725
56.83,8.947793,3.046465,177.0298
56.84,4.84752,4.425996,173.9798
56.85,11.99426,0.3448828,169.3445
56.861,12.20502,4.86668,170.6244
56.87,12.6457,-1.149609,172.7552
56.88,10.15488,4.962481,194.3988
56.89,6.935977,0.5364844,188.2985
56.9,10.92129,-1.015488,180.4909
56.91,9.177715,4.291875,181.9516
56.92,8.986114,-0.8238868,192.4354
56.93,9.273516,1.762734,192.2485
56.94,11.55357,-1.053809,194.3786
56.95,9.656719,0.9963282,189.3746
56.972,6.897656,-0.3832031,186.4437
56.98,9.350157,-0.8813672,191.0144
56.99,6.514453,-1.322051,193.024
57,10.71053,-1.053809,184.6077
57.011,10.15488,-3.103945,188.9962
57.02,5.977969,-1.801055,193.3244
57.03,8.794512,-3.084785,196.1281
57.04,5.537285,-2.912344,190.944
57.05,13.39295,-3.103945,184.7234
57.06,6.993457,-3.602109,185.0271
57.082,4.92416,-3.946992,183.1948
57.09,7.31918,-5.019961,197.3396
57.1,12.97143,-3.333867,186.4234
57.11,8.966953,-5.824688,183.1291
57.12,11.70686,-4.272715,189.9589
57.13,0.9963282,-5.345684,204.8374
57.14,8.794512,-3.736231,203.5574
57.15,2.030977,-7.242539,191.1799
57.16,10.289,-6.437813,181.7292
57.17,6.686895,-4.330195,183.7448
57.182,10.59557,-6.878496,182.1003
57.19,4.675078,-4.86668,193.264
57.2,2.854863,-8.775352,203.5724
57.21,10.05908,-7.434141,182.3563
57.221,3.65959,-9.580078,177.5357
57.23,9.235196,-6.591094,183.1419
57.24,1.149609,-7.012618,194.7847
57.25,4.540957,-9.924961,195.9397
57.26,-1.111289,-7.893985,181.8508
57.27,5.767207,-10.11656,181.6027
57.28,7.089258,-6.821016,168.125
57.29,-2.605781,-9.541759,178.0577
57.3,4.732559,-7.3575,189.3949
57.31,-3.046465,-9.886642,181.4029
57.32,7.855664,-7.664063,164.5699
57.33,1.992656,-8.104747,163.7126
57.34,8.468789,-7.798184,160.4772
57.35,-1.111289,-9.541759,173.8271
57.36,-2.41418,-9.675879,177.36
57.37,-3.774551,-9.081915,175.9595
57.382,-0.4406836,-9.79084,174.436
57.39,6.897656,-8.353828,148.8291
57.4,-5.230723,-10.03992,145.7213
57.41,5.173243,-8.028106,171.3939
57.42,-7.165899,-9.522598,166.0896
57.43,3.199746,-9.81,150.4804
57.44,2.43334,-8.679551,143.103
57.45,3.793711,-9.637559,142.9816
57.46,-0.4598438,-7.625742,163.8968
57.47,-6.13125,-9.7142,167.2502
57.481,-2.644102,-6.878496,166.5793
57.491,-3.832031,-10.74885,156.64
57.5,0.5556446,-9.081915,150.908
57.51,-3.602109,-7.37666,161.5175
57.52,-2.605781,-11.17037,164.8701
57.53,-3.851192,-7.37666,163.8324
57.54,-2.375859,-10.95961,152.6727
57.55,-4.138594,-6.016289,153.5253
57.56,-4.119434,-9.580078,158.4022
57.57,-5.192402,-5.843848,156.8784
57.582,-5.671406,-4.061953,154.9275
57.59,-2.509981,-11.38113,148.2212
57.6,-5.134922,-6.552774,149.3194
57.61,-3.832031,-8.756192,148.8322
57.62,-5.192402,-10.32732,145.4174
57.63,-4.905,-5.939649,146.3319
57.64,-5.173243,-5.901329,142.6123
57.65,-6.744375,-10.71053,143.2219
57.66,-4.272715,-6.016289,139.3803
57.67,-7.30002,-9.292676,139.8688
57.68,-7.702383,-8.56459,141.0277
57.69,-3.67875,-6.782696,130.419
57.704,-3.851192,-8.947793,129.6883
57.71,-3.851192,-8.928633,128.1033
57.72,-6.265371,-6.763535,132.1889
57.73,-5.748047,-3.257227,134.9939
57.74,-8.947793,-6.246211,123.0428
57.75,-10.36565,-7.414981,131.6405
57.76,-6.246211,-7.146739,123.8968
57.77,-6.476133,-5.039121,127.6772
57.781,-7.127578,-5.307364,122.5552
57.79,-11.47693,-6.476133,128.4697
57.8,-7.070098,-6.916817,121.3964
57.81,-4.311035,-4.962481,122.7987
57.82,-8.794512,-5.518125,118.2254
57.83,-8.851993,-4.483477,119.5667
57.84,-4.291875,-5.249883,116.7007
57.85,-7.491621,-4.579278,118.103
57.86,-11.86014,-3.544629,118.1029
57.87,-5.920488,-3.544629,118.4078
57.881,-11.11289,-3.199746,117.737
57.89,-8.794512,-4.291875,117.0663
57.904,-10.07824,-2.931504,116.6395
57.91,-9.158555,-4.425996,113.4077
57.92,-8.181387,-2.816543,113.9565
57.93,-9.656719,-3.161426,115.115
57.94,-9.139395,-2.624942,110.9077
57.95,-8.583751,-3.774551,109.3833
57.96,-9.426797,-2.682422,108.8345
57.97,-9.235196,-2.835703,109.3832
57.982,-9.216036,-1.781895,107.6759
57.991,-9.081915,-3.410508,106.6393
58,-8.832832,-1.26457,104.0173
58.01,-9.7142,-0.8813672,104.4441
58.02,-9.330997,-1.647774,103.9564
58.03,-9.580078,-1.379531,102.9809
58.04,-9.196876,-0.7472461,101.4566
58.05,-10.44229,-1.666934,101.0909
58.06,-9.944121,-1.743574,100.1763
58.07,-9.292676,0.3257227,98.04234
58.081,-9.081915,0.3065625,96.76192
58.09,-9.637559,-1.532813,96.82313
58.1,-8.813672,0.1532813,94.07936
58.11,-10.03992,-0.7664063,94.68927
58.12,-8.813672,0.2299219,91.39648
58.13,-8.890313,-0.2107617,91.64028
58.14,-10.289,0.2107617,92.18896
58.15,-9.369317,0.1149609,86.39616
58.16,-10.05908,-0.05748047,90.48143
58.17,-9.733359,1.22625,87.12824
58.182,-9.982442,0.8813672,81.76263
58.19,-9.158555,0.7089258,86.70236
58.2,-10.0974,0.9580079,80.7882
58.21,-9.829161,2.260899,84.32526
58.22,-8.56459,1.20709,78.10551
58.23,-10.07824,1.130449,81.21505
58.24,-9.7142,1.820215,75.90995
58.25,-9.407638,2.509981,77.92191
58.26,-8.372989,0.3832031,74.1412
58.27,-9.637559,2.030977,75.17898
58.281,-9.503438,1.379531,73.41128
58.29,-9.120234,2.969824,71.21793
58.3,-8.851993,0.364043,69.87766
58.31,-9.69504,2.43334,68.41544
58.32,-9.541759,3.391348,67.31851
58.33,-8.756192,3.62127,66.16062
58.34,-9.139395,2.088457,65.73444
58.35,-9.330997,2.4525,63.96679
58.361,-9.043594,1.896856,62.74793
58.37,-8.871153,3.69791,60.91948
58.382,-8.794512,2.39502,59.70036
58.39,-9.120234,3.927832,58.60403
58.4,-9.177715,2.835703,57.20241
58.41,-8.871153,3.161426,55.98371
58.42,-8.698711,4.119434,54.82534
58.43,-8.737032,2.759063,53.1182
58.44,-9.024434,3.525469,52.75253
58.45,-8.986114,3.142266,50.55758
58.46,-8.890313,3.563789,50.25288
58.47,-8.909473,3.410508,48.24092
58.48,-8.52627,3.755391,47.08251
58.491,-8.813672,3.717071,46.04628
58.5,-8.698711,4.023633,44.21725
58.51,-8.487949,3.832031,44.03456
58.52,-8.372989,4.368516,42.02266
58.53,-8.468789,4.196074,40.31563
58.54,-8.392149,4.445157,40.01104
58.55,-8.641231,4.311035,38.36499
58.561,-8.583751,4.387676,36.53601
58.57,-8.641231,4.502637,36.29246
58.591,-8.296348,4.234395,32.75622
58.6,-8.468789,4.291875,32.14699
58.611,-8.411309,4.675078,30.5012
58.62,-8.468789,4.425996,29.465
58.63,-8.277188,4.521797,28.48978
58.64,-8.315508,4.560117,27.08774
58.65,-8.047266,4.540957,25.80764
58.66,-8.200547,4.598438,24.77145
58.67,-8.219707,5.173243,23.61319
58.68,-8.200547,4.809199,21.96712
58.692,-8.258028,4.92416,20.07701
58.7,-8.258028,5.077442,19.28474
58.71,-8.028106,5.192402,18.55331
58.72,-8.219707,4.809199,17.45613
58.73,-8.123906,5.000801,16.23701
58.74,-8.008945,4.962481,15.32276
58.75,-8.123906,4.675078,14.16461
58.76,-8.104747,4.84752,13.12842
58.77,-8.008945,5.230723,11.72614
58.78,-7.989786,4.732559,10.56776
58.791,-8.123906,4.675078,9.226377
58.804,-8.066426,5.154082,7.76328
58.81,-8.066426,5.173243,7.21458
58.82,-8.008945,4.943321,5.995425
58.83,-8.104747,5.230723,5.142125
58.84,-8.047266,5.249883,3.861995
58.85,-8.047266,5.077442,2.703816
58.86,-8.085587,5.096602,1.484662
58.87,-8.085587,5.364844,0.6921433
58.88,-8.104747,5.000801,-0.2833019
58.891,-8.047266,4.88584,-1.929561
58.901,-8.181387,4.943321,-3.026876
58.91,-7.989786,5.115762,-3.636467
58.92,-8.123906,4.82836,-4.794681
58.93,-8.028106,4.943321,-5.891918
58.94,-8.085587,4.82836,-6.867205
58.95,-8.162227,4.732559,-7.537613
58.96,-8.200547,4.92416,-8.878754
58.97,-8.238868,4.981641,-9.732335
58.98,-8.219707,4.770879,-10.82982
58.991,-8.162227,4.981641,-12.35417
59.006,-8.104747,4.943321,-13.93938
59.01,-8.181387,5.019961,-14.61008
59.02,-8.104747,4.92416,-15.3414
59.03,-8.008945,4.88584,-15.58492
59.04,-8.047266,4.86668,-16.74307
59.05,-8.162227,4.694239,-18.14512
59.06,-8.200547,4.82836,-18.81547
59.07,-8.219707,4.82836,-20.21764
59.08,-8.296348,4.655918,-20.70518
59.091,-8.411309,4.521797,-21.55871
59.1,-8.468789,4.655918,-22.5949
59.11,-8.487949,4.617598,-23.14341
59.12,-8.296348,4.540957,-23.81373
59.13,-8.315508,4.445157,-24.91087
59.14,-8.296348,4.387676,-25.82509
59.15,-8.296348,4.368516,-26.92223
59.16,-8.411309,4.540957,-27.34864
59.17,-8.392149,4.330195,-28.2629
59.18,-8.487949,4.215235,-29.23814
59.191,-8.56459,4.081113,-29.72576
59.204,-8.641231,4.042793,-30.51769
59.21,-8.698711,4.042793,-30.88336
59.22,-8.717872,4.042793,-31.55383
59.23,-8.679551,3.985313,-32.65113
59.24,-8.717872,3.736231,-33.01672
59.25,-8.737032,3.736231,-33.9311
59.26,-8.641231,3.774551,-34.5406
59.27,-8.641231,3.851192,-35.33295
59.28,-8.660391,3.582949,-35.88142
59.291,-8.660391,3.64043,-36.61296
59.3,-8.679551,3.582949,-37.16126
59.31,-8.775352,3.69791,-37.34386
59.32,-8.871153,3.582949,-37.9531
59.33,-8.890313,3.487149,-38.62331
59.34,-8.909473,3.372188,-39.41548
59.35,-9.043594,3.295547,-39.84179
59.361,-8.947793,3.333867,-40.63395
59.37,-8.966953,3.238066,-40.93832
